total in seconds,datetime(utc),AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,DRONE,NO_DRONE,SUSPECTED_DRONE
1601456468,2020-09-30 09:01:08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601456470,2020-09-30 09:01:10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601456471,2020-09-30 09:01:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601456472,2020-09-30 09:01:12,51.519686,5.858444,22.100524,13.756590,0.000000,5.051852,9.991137,0.967934,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456474,2020-09-30 09:01:14,51.519780,5.858554,21.135184,25.021336,0.000000,8.381442,10.765408,0.974158,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456475,2020-09-30 09:01:15,51.519878,5.858663,20.128965,29.980616,0.000000,9.607364,12.958841,0.979315,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456476,2020-09-30 09:01:16,51.519878,5.858663,20.128965,29.980616,0.000000,9.607364,12.958841,0.979315,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456478,2020-09-30 09:01:18,51.519999,5.858829,18.969346,43.222046,0.000000,6.711679,13.028023,0.968043,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456479,2020-09-30 09:01:19,51.520007,5.858875,18.918619,82.290993,0.000000,3.422904,13.061364,0.974113,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456480,2020-09-30 09:01:20,51.520002,5.858874,18.966734,107.208855,0.000000,0.977005,13.090433,0.979223,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456481,2020-09-30 09:01:21,51.519997,5.858860,19.005375,210.891312,0.000000,0.378286,13.036978,0.983373,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456483,2020-09-30 09:01:23,51.519992,5.858860,19.056251,186.246597,0.000000,0.425869,12.934826,0.986699,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456484,2020-09-30 09:01:24,51.519986,5.858871,19.132575,143.682465,0.000000,0.722618,12.811400,0.989359,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456485,2020-09-30 09:01:25,51.519986,5.858871,19.132575,143.682465,0.000000,0.722618,12.811400,0.989359,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601456487,2020-09-30 09:01:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521286,5.858506,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601456487,2020-09-30 09:01:27,51.519986,5.858871,19.132575,143.682465,0.000000,0.722618,12.811400,0.989359,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
