,datetime(utc),total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
0,2020-09-29 13:18:16,1601385496.0,,,,,,,,51.52219819702381,5.868199503333334,72.11957756,143.664940325,-3.923413618809524,9.6816020675,-29.846978142261904,0.54232541,,,,,,,,,
1,2020-09-29 13:18:17,1601385497.0,,241311.9818181818,-19.110554504363638,1601.5208890049091,4.792983826181818,47.16777659509091,,51.52220411835443,5.868288806455696,72.7402881750633,150.06216306531647,-2.9307992069620252,9.69391579835443,-29.889732795443038,0.5691100818987341,51.52149,5.87059167,30.0,-155.71626282,0.0,1.65806283,1.91986215,100.0,
2,2020-09-29 13:18:18,1601385498.0,,,,,,,,51.52214938519481,5.868426328636363,70.07773597597404,147.82345327337663,-2.8667016928571427,9.513970258571428,-29.930246823896105,0.569594986103896,,,,,,,,,
3,2020-09-29 13:18:19,1601385499.0,,,,,,,,51.522129793246755,5.868465331688312,68.54014146441558,154.4280613425974,-6.576184982597402,9.954334899350648,-30.14718434727273,0.5813091718181819,,,,,,,,,
4,2020-09-29 13:18:20,1601385500.0,,227120.78125,-3.1720292571875,2458.2594223025,4.5663193712500005,38.612169385,,51.52213925828947,5.868497647631578,66.68895934223684,150.4095250806579,-7.457019168421053,9.313023522763157,-30.023255247763156,0.5774985318421052,51.52149,5.87059167,30.0,-155.71626282,0.0,1.65806283,1.91986215,100.0,
5,2020-09-29 13:18:21,1601385501.0,,241345.15,-9.6047225965,2397.5934959409997,4.620037198,32.4635955255,,51.52212253736842,5.868426228092106,64.29639097092105,146.95861711960526,-7.1900269903947365,9.55256188631579,-30.178562866973685,0.5787475144736842,,,,,,,,,
6,2020-09-29 13:18:22,1601385502.0,,242349.0,7.02443695,167.45230103,-0.03036512,-1.04266729,,51.522092941388884,5.8683718040277775,63.23688247208333,157.5326967373611,-6.035325124027778,9.358957169722222,-30.037776682083333,0.5731755704166667,,,,,,,,,
7,2020-09-29 13:18:23,1601385503.0,,227069.0,-24.982011795,1090.441223145,4.344405334999999,11.4200563125,,51.52212307463768,5.868264894275362,63.823529897536226,154.33582772014492,-6.066067780289855,9.545004576811595,-30.10594050043478,0.59569878,51.52149,5.87059167,30.0,-155.71626282,0.0,1.65806283,1.91986215,100.0,
8,2020-09-29 13:18:24,1601385504.0,,,,,,,,51.52216233805555,5.868283283680555,66.53599141041667,153.10226590736113,-8.014130980555557,9.651267228611111,-30.06277137333333,0.5563867480555555,,,,,,,,,
9,2020-09-29 13:18:25,1601385505.0,,234973.5,-22.08379364,203.70687866,0.40601593,-82.447115345,,51.52214750549296,5.868315344859155,66.74028526352113,157.58484068366195,-9.12215218140845,10.187317824507042,-30.127100877042253,0.5442938346478873,,,,,,,,,
10,2020-09-29 13:18:26,1601385506.0,,227365.0,-10.26741028,164.12496948,-0.06504533,-171.42338025,,51.52211431776119,5.868439765597015,63.7507062902985,156.11357284597014,-9.695746531044776,9.82163634,-30.29804366373134,0.5616075429850746,51.52149,5.87059167,30.0,-155.71626282,0.0,1.65806283,1.91986215,100.0,
11,2020-09-29 13:18:27,1601385507.0,,227834.11538461538,-18.240676146538462,1173.0962506807691,32.74648868538462,-94.34932797538461,,51.52211794895522,5.868561062537314,62.228956614328354,160.9421142532836,-10.123438651641791,9.63324140567164,-30.18799676477612,0.5589612625373134,,,,,,,,,
