,datetime(utc),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE
0,2020-09-29 13:18:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,340.0,1601385499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52174325335443,5.866638905572856,66.80494800962026,150.51849016936708,-6.409699286835442,9.702326420886076,-29.38396449037975,0.5665924839240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0253164556962025,0.4430379746835443,0.0126582278481012,0.5189873417721519,0.0,0.0,0.0,1.0,0.0,0.0
1,2020-09-29 13:18:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699.5,699.5,1601385503.0,0.0,22706.9,-2.4982011795,109.04412231450002,0.4344405334999999,1.14200563125,0.0,51.521433148625,5.8663559987500005,55.047794536625,133.11465140862498,-5.2319834605,8.2325664475,-25.966373681625,0.51379019775,0.644018625,0.0733823958749999,0.375,-1.94645328525,0.0,0.04145157075,0.04799655375,1.25,0.9875,0.0,0.0125,0.1375,0.3625,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
2,2020-09-29 13:18:28,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1124.5,1124.5,1601385508.0,0.0,61715.302083333336,-0.9403184253125,852.571196238125,1.25857645875,12.061221507291668,0.0,51.52126633180253,5.8653063931250005,47.1411914478125,101.6176896296875,-3.8792421890625,6.8064541865625,-21.251546780104167,0.381794839375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28125,0.3541666666666667,0.0,0.3541666666666667,0.0104166666666666,0.0,0.0,0.9895833333333334,0.0,0.0
3,2020-09-29 13:18:32,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1603.5,1603.5,1601385512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52178123910878,5.866638905572856,71.14346993666668,141.63538917569446,-0.6075805311111115,8.116455389583333,-28.381714343611108,0.5144897840277778,0.71557625,0.0815359954166666,0.4166666666666667,-2.1627258725,0.0,0.0460573008333333,0.0533295041666666,1.3888888888888888,0.9861111111111112,0.0,0.0138888888888888,0.0416666666666666,0.4583333333333333,0.0138888888888888,0.4722222222222222,0.0,0.0138888888888888,0.0,0.9861111111111112,0.0,0.0
4,2020-09-29 13:18:36,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1972.0,1972.0,1601385516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52178123910878,5.866638905572856,69.89436089738462,156.63928935753847,-2.797101128,8.286891365230769,-28.655342512461537,0.4925907476923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0307692307692307,0.4615384615384615,0.0307692307692307,0.4615384615384615,0.0,0.0153846153846153,0.0,0.9846153846153848,0.0,0.0
5,2020-09-29 13:18:44,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2543.5,2543.5,1601385524.0,0.0,66401.82,-4.5167921447,597.0306683348,-1.1468505289,-41.9305564774,0.0,51.52126633180253,5.865189335230816,49.8610250464,104.61474517,-3.2635936275,7.4985283113,-21.0300096133,0.3242337148,0.5152149,0.0587059167,0.3,-1.5571626282,0.0,0.0331612566,0.038397243,1.0,0.99,0.0,0.01,0.3,0.44,0.01,0.24,0.0,0.01,0.0,0.99,0.0,0.0
6,2020-09-29 13:18:46,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2702.0,2702.0,1601385526.0,0.0,3198.4805194805194,0.0914901138961039,6.920339609090909,0.0076680696103896,-1.087908906883117,0.0,51.52178123910878,5.866638905572856,68.68201257298702,146.25566336584416,-3.996558842337662,10.161544942987012,-29.70353025,0.438555867012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0259740259740259,0.6233766233766234,0.0129870129870129,0.3376623376623376,0.0,0.0,0.0,1.0,0.0,0.0
7,2020-09-29 13:18:47,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2846.5,2846.5,1601385527.0,0.0,157813.2641509434,-10.192586646603774,1241.4861499139622,4.716551026981132,18.99208187476416,0.0,51.52126633180253,5.865189335230816,23.766698915990567,53.96349392353774,-1.2886890282547172,3.704769109811321,-10.48842471523585,0.1619073121226415,0.2430258962264151,0.0276914701415094,0.1415094339622641,-0.7345106736792453,0.0,0.0156421021698113,0.0181119070754717,0.4716981132075472,0.9952830188679244,0.0,0.0047169811320754,0.6556603773584906,0.2169811320754717,0.0047169811320754,0.1226415094339622,0.0,0.0,0.0,1.0,0.0,0.0
8,2020-09-29 13:18:48,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2992.0,2992.0,1601385528.0,0.0,8966.240506329113,0.0052868806329113,112.36261411265822,0.1168196424050632,0.1310604140506329,0.0,51.52178123910878,5.866638905572856,70.14962796202532,140.84497856367088,-4.612305340126582,10.530891313164556,-29.205899299240507,0.4473870837974683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0379746835443038,0.5822784810126582,0.0126582278481012,0.3670886075949367,0.0,0.0,0.0,1.0,0.0,0.0
9,2020-09-29 13:18:49,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3071.0,3071.0,1601385529.0,0.0,2922.5443037974683,0.0968665593670886,5.912742131898734,0.0007888354430379,-0.9772576781012656,0.0,51.52178123910878,5.866638905572856,74.33684741924051,136.8432334120253,-6.197560874556962,10.49968879772152,-29.757215427721523,0.4472509864556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0253164556962025,0.6075949367088608,0.0,0.3670886075949367,0.0,0.0,0.0,1.0,0.0,0.0
10,2020-09-29 13:18:50,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3200.5,3200.5,1601385530.0,0.0,136312.15,-6.16634915688889,1257.895911153278,5.4286864612777785,19.0373369615,0.0,51.52126633180253,5.865189335230816,30.564604368833333,59.68620617722223,-1.2840237963888887,4.4480415015,-12.677660115555556,0.1984118817222222,0.2862305,0.0326143981666666,0.1666666666666666,-0.865090349,0.0,0.0184229203333333,0.0213318016666666,0.5555555555555556,0.9944444444444444,0.0,0.0055555555555555,0.5833333333333334,0.25,0.0,0.1666666666666666,0.0,0.0,0.0,1.0,0.0,0.0
11,2020-09-29 13:18:53,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3495.5,3495.5,1601385533.0,0.0,2823.170731707317,0.1652935307317073,4.802342856829268,0.0005385535365853,-0.8194096176829269,0.0,51.52178123910878,5.866638905572856,72.52399541487804,127.07998135182928,-0.3725971920731707,11.061510810121952,-29.00018892097561,0.4816599553658536,0.6283108536585366,0.0715925813414634,0.3658536585365853,-1.8989788148780489,0.0,0.0404405568292682,0.0468259060975609,1.2195121951219512,0.9878048780487804,0.0,0.0121951219512195,0.048780487804878,0.5609756097560976,0.0,0.3902439024390244,0.0,0.0,0.0,1.0,0.0,0.0
12,2020-09-29 13:18:58,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3928.0,3928.0,1601385538.0,0.0,6234.675324675325,0.0823870571428571,65.08196466623377,0.0341277505194805,-0.0474375998701298,0.0,51.52178123910878,5.866638905572856,71.84370645025973,130.60059812506492,-10.566295451298702,10.28987636142857,-28.914411420779224,0.5183454232467533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0259740259740259,0.4935064935064935,0.0,0.4805194805194805,0.0,0.0,0.0,1.0,0.0,0.0
13,2020-09-29 13:19:02,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,4336.0,4336.0,1601385542.0,0.0,6092.5822784810125,0.0988104132911392,8.390713462278482,0.0141547078481012,-2.635791609367089,0.0,51.52165153860759,5.866638905572856,66.2719623635443,138.18335447164557,-4.914130365696203,9.750835537848102,-28.359792153670885,0.4714765317721519,0.6521707594936709,0.0743112869620253,0.379746835443038,-1.97109193443038,0.0,0.0419762741772151,0.0486041050632911,1.2658227848101269,0.9873417721518988,0.0,0.0126582278481012,0.050632911392405,0.5189873417721519,0.0,0.430379746835443,0.0,0.0,0.0,1.0,0.0,0.0
