,total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null
0,1601385496,2020-09-29 13:18:16,0.0,1.0,0,281474977710667,2406500000.0,1601395746483730.0,1601396000347811.0,54.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
1,1601385501,2020-09-29 13:18:21,0.0,1.0,0,281474977710667,2406500000.0,1601395746483730.0,1601396005183817.0,54.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
2,1601385502,2020-09-29 13:18:22,0.0,1.0,FHSS,303,2440000000.0,1601395765031032.0,1601396000181516.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
3,1601385502,2020-09-29 13:18:22,0.0,1.0,FHSS,302,2440000000.0,1601395765097032.0,1601396000187588.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
4,1601385503,2020-09-29 13:18:23,0.0,0.0,FHSS,263,2440000000.0,1601394157754504.0,1601396005158333.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
5,1601385503,2020-09-29 13:18:23,0.0,0.0,FHSS,281,2440000000.0,1601394214783322.0,1601396001274865.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
6,1601385503,2020-09-29 13:18:23,0.0,0.0,FHSS,258,2440000000.0,1601390540422472.0,1601396000958732.0,149.2,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
7,1601385503,2020-09-29 13:18:23,0.0,0.0,FHSS,258,2440000000.0,1601390540422472.0,1601396005153144.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
8,1601385503,2020-09-29 13:18:23,0.0,1.0,FHSS,302,2440000000.0,1601395765097032.0,1601396005137589.0,54.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
9,1601385506,2020-09-29 13:18:26,0.0,1.0,0,281474977710667,2406500000.0,1601395746483730.0,1601396010081918.0,54.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
