,0
0,0.042821963657929944
1,0.046157069843608824
2,0.049428249148149125
3,0.05262179844921875
4,0.05572604253842595
5,0.05872542820656598
6,0.061594359863026464
7,0.0642919381925468
8,0.06675874418107851
9,0.0689165849545363
10,0.07067170627961687
11,0.07192143837867108
12,0.07256366535915067
13,0.07250799599236114
14,0.07168716036038222
15,0.07006703261558311
16,0.06765381352520555
17,0.06449727894064301
18,0.06068954906962382
19,0.05635946411641919
20,0.051663257521769486
21,0.046772700018288
22,0.04186217399491171
23,0.03709619472243072
24,0.03261873112564776
25,0.0285453388272532
26,0.024958671613590642
27,0.021907463137046956
28,0.019408641732884632
29,0.01745191334251539
30,0.016005952167433366
31,0.015025282012116644
32,0.014456997866217366
33,0.014246636789014382
34,0.014342722210819699
35,0.014699739145467452
36,0.015279517862797326
37,0.016051187265739047
38,0.016989992985230105
39,0.01807535413146898
40,0.01928855870605718
41,0.020610477759493286
42,0.022019622427516542
43,0.02349078762041586
44,0.02499443357651998
45,0.026496863553290548
46,0.027961173032624426
47,0.029348880782464754
48,0.030622108988011276
49,0.03174615786604916
50,0.03269231443759393
51,0.03344073654120092
52,0.03398325138505519
53,0.03432589429908631
54,0.03449098414124217
55,0.034518490767336436
56,0.03446640910791184
57,0.034409832569514284
58,0.03443843763523056
59,0.034652171212929926
60,0.0351550835242962
61,0.036047469558399416
62,0.03741675229791491
63,0.03932782619165484
64,0.041813833375987736
65,0.04486851789034122
66,0.048441350543427485
67,0.05243651095797887
68,0.056716548992122674
69,0.06111114764552949
70,0.06543092126283281
71,0.06948567120266749
72,0.07310605574446374
73,0.07616727129906078
74,0.07861312346329875
75,0.08047879169770035
76,0.08191062914787424
77,0.08318143295812891
78,0.08469970642667886
79,0.08701146445234507
80,0.09079309911962648
81,0.096833770043453
82,0.10600582032521617
83,0.11922199374450049
84,0.13737890236679648
85,0.16128738802399945
86,0.19159216614787064
87,0.22868532900288605
88,0.2726206508415493
89,0.3230377672721529
90,0.3791066918075071
91,0.43950328347235756
92,0.5024248094860039
93,0.5656515111705364
94,0.6266552555271054
95,0.6827504645106239
96,0.7312763849365196
97,0.769794396349825
98,0.796280447756791
99,0.8092916516346992
100,0.8080879389044376
101,0.7926943834669992
102,0.7638967188926374
103,0.7231706581809637
104,0.6725536305817397
105,0.6144742223413967
106,0.5515589569098321
107,0.4864375118828985
108,0.4215659994344401
109,0.3590839833588376
110,0.30071529235265115
111,0.24771642865908672
112,0.20087046281692553
113,0.16051955739964435
114,0.1266261762175634
115,0.0988517634534928
116,0.07664205719055646
117,0.05930984266598461
118,0.04610834591644175
119,0.03629110836182678
120,0.029156642053089564
121,0.024078155194816184
122,0.020520020183774502
123,0.018043426962982584
124,0.016303913940422583
125,0.015043339296472736
126,0.01407849984353854
127,0.01328815554538083
128,0.012599771640271859
129,0.01197690265648051
130,0.011407833734859731
131,0.010895860147422687
132,0.010451408562508528
133,0.010086063913491004
134,0.009808448749443062
135,0.00962180053667237
136,0.009523006989442308
137,0.009502795675253922
138,0.009546738909690797
139,0.009636733378889603
140,0.009752646526288473
141,0.009873883446190028
142,0.009980708705378136
143,0.0100552438281713
144,0.010082139273359988
145,0.010048978060039526
146,0.009946499834706083
147,0.009768738030233195
148,0.009513143487508488
149,0.009180734427007778
150,0.008776275831106666
151,0.008308461198320904
152,0.00779005314606968
153,0.007237938694308328
154,0.006673067594694032
155,0.006120261277344732
156,0.00560789756338028
157,0.005167484607916466
158,0.004833131950915974
159,0.004640906963838384
160,0.00462803626975978
161,0.004831882929171088
162,0.0052886126157498685
163,0.006031466553358808
164,0.007088593307017235
165,0.008480457578949998
166,0.010216936688463482
167,0.012294321727131024
168,0.014692541750397014
169,0.017373003896885078
170,0.020277468969463888
171,0.02332834506704688
172,0.0264306750753578
173,0.029475923179014273
174,0.03234744985452784
175,0.03492733371588309
176,0.037103988165544444
177,0.03877986719005154
178,0.03987848712598421
179,0.04035002619028774
180,0.04017490066150459
181,0.0393649381102157
182,0.03796204182243462
183,0.0360345256748844
184,0.03367155316662259
185,0.030976302452314475
186,0.028058577874840947
187,0.02502759023995721
188,0.021985541322335524
189,0.019022494138046096
190,0.01621281850021846
191,0.013613302370433199
192,0.011262841090312618
193,0.009183478768242109
194,0.007382489422585417
195,0.005855150959949739
196,0.004587875862438744
197,0.0035614065368173168
198,0.0027538463486470313
199,0.0021433655429400375
