,0
0,-2.0
1,-1.979899497487437
2,-1.9597989949748744
3,-1.9396984924623115
4,-1.9195979899497488
5,-1.899497487437186
6,-1.879396984924623
7,-1.8592964824120604
8,-1.8391959798994975
9,-1.8190954773869348
10,-1.7989949748743719
11,-1.778894472361809
12,-1.7587939698492463
13,-1.7386934673366834
14,-1.7185929648241207
15,-1.6984924623115578
16,-1.678391959798995
17,-1.6582914572864322
18,-1.6381909547738693
19,-1.6180904522613067
20,-1.5979899497487438
21,-1.5778894472361809
22,-1.557788944723618
23,-1.5376884422110553
24,-1.5175879396984926
25,-1.4974874371859297
26,-1.4773869346733668
27,-1.457286432160804
28,-1.4371859296482412
29,-1.4170854271356785
30,-1.3969849246231156
31,-1.3768844221105527
32,-1.3567839195979898
33,-1.3366834170854272
34,-1.3165829145728645
35,-1.2964824120603016
36,-1.2763819095477387
37,-1.2562814070351758
38,-1.236180904522613
39,-1.2160804020100502
40,-1.1959798994974875
41,-1.1758793969849246
42,-1.1557788944723617
43,-1.135678391959799
44,-1.1155778894472361
45,-1.0954773869346734
46,-1.0753768844221105
47,-1.0552763819095476
48,-1.035175879396985
49,-1.015075376884422
50,-0.9949748743718594
51,-0.9748743718592965
52,-0.9547738693467336
53,-0.9346733668341709
54,-0.914572864321608
55,-0.8944723618090451
56,-0.8743718592964824
57,-0.8542713567839195
58,-0.8341708542713568
59,-0.8140703517587939
60,-0.793969849246231
61,-0.7738693467336684
62,-0.7537688442211055
63,-0.7336683417085428
64,-0.7135678391959799
65,-0.693467336683417
66,-0.6733668341708543
67,-0.6532663316582914
68,-0.6331658291457287
69,-0.6130653266331658
70,-0.5929648241206029
71,-0.5728643216080402
72,-0.5527638190954773
73,-0.5326633165829147
74,-0.5125628140703518
75,-0.49246231155778886
76,-0.4723618090452262
77,-0.4522613065326633
78,-0.4321608040201004
79,-0.4120603015075377
80,-0.3919597989949748
81,-0.3718592964824121
82,-0.3517587939698492
83,-0.3316582914572863
84,-0.31155778894472363
85,-0.29145728643216073
86,-0.27135678391959805
87,-0.25125628140703515
88,-0.23115577889447225
89,-0.21105527638190957
90,-0.19095477386934667
91,-0.170854271356784
92,-0.1507537688442211
93,-0.1306532663316582
94,-0.11055276381909551
95,-0.09045226130653261
96,-0.07035175879396993
97,-0.05025125628140703
98,-0.03015075376884413
99,-0.01005025125628145
100,0.010050251256281229
101,0.03015075376884413
102,0.05025125628140703
103,0.07035175879396993
104,0.09045226130653283
105,0.11055276381909529
106,0.1306532663316582
107,0.1507537688442211
108,0.170854271356784
109,0.1909547738693469
110,0.2110552763819098
111,0.23115577889447225
112,0.25125628140703515
113,0.27135678391959805
114,0.29145728643216096
115,0.31155778894472386
116,0.3316582914572863
117,0.3517587939698492
118,0.3718592964824121
119,0.391959798994975
120,0.4120603015075379
121,0.4321608040201004
122,0.4522613065326633
123,0.4723618090452262
124,0.4924623115577891
125,0.512562814070352
126,0.5326633165829144
127,0.5527638190954773
128,0.5728643216080402
129,0.5929648241206031
130,0.613065326633166
131,0.6331658291457285
132,0.6532663316582914
133,0.6733668341708543
134,0.6934673366834172
135,0.7135678391959801
136,0.7336683417085426
137,0.7537688442211055
138,0.7738693467336684
139,0.7939698492462313
140,0.8140703517587942
141,0.8341708542713566
142,0.8542713567839195
143,0.8743718592964824
144,0.8944723618090453
145,0.9145728643216082
146,0.9346733668341707
147,0.9547738693467336
148,0.9748743718592965
149,0.9949748743718594
150,1.0150753768844223
151,1.0351758793969852
152,1.0552763819095476
153,1.0753768844221105
154,1.0954773869346734
155,1.1155778894472363
156,1.1356783919597992
157,1.1557788944723617
158,1.1758793969849246
159,1.1959798994974875
160,1.2160804020100504
161,1.2361809045226133
162,1.2562814070351758
163,1.2763819095477387
164,1.2964824120603016
165,1.3165829145728645
166,1.3366834170854274
167,1.3567839195979898
168,1.3768844221105527
169,1.3969849246231156
170,1.4170854271356785
171,1.4371859296482414
172,1.457286432160804
173,1.4773869346733668
174,1.4974874371859297
175,1.5175879396984926
176,1.5376884422110555
177,1.557788944723618
178,1.5778894472361809
179,1.5979899497487438
180,1.6180904522613067
181,1.6381909547738696
182,1.658291457286432
183,1.678391959798995
184,1.6984924623115578
185,1.7185929648241207
186,1.7386934673366836
187,1.758793969849246
188,1.778894472361809
189,1.7989949748743719
190,1.8190954773869348
191,1.8391959798994977
192,1.8592964824120601
193,1.879396984924623
194,1.899497487437186
195,1.9195979899497488
196,1.9396984924623117
197,1.9597989949748746
198,1.979899497487437
199,2.0
