,datetime(utc),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE
0,2020-09-29 13:43:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.5,497.5,1601387032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52135113195888,5.8690758426101155,93.52561232235716,116.82662830857142,-3.7662432016428578,8.771509269142857,-31.500382423142856,0.4125781674285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0142857142857142,0.6142857142857143,0.0,0.3714285714285714,0.0,0.0,0.0,1.0,0.0,0.0
1,2020-09-29 13:43:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1081.5,1081.5,1601387036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52135113195888,5.8690758426101155,92.5207857325,104.69650158682433,-1.600261001756757,8.632170234121622,-30.91385137716216,0.4068824772972972,0.3481180405405405,0.0396660022297297,0.2094594594594594,-1.0525452897297296,0.0,0.0224062544594594,0.0,0.6756756756756757,0.9932432432432432,0.0,0.0067567567567567,0.027027027027027,0.6081081081081081,0.0,0.3648648648648648,0.0,0.0,0.0,1.0,0.0,0.0
2,2020-09-29 13:44:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1757.0,1757.0,1601387040.0,0.0,3256.733333333333,-0.1970132537575757,281.1348529238182,-0.4293951683636364,11.409856175878788,0.0,51.521238877696966,5.868914819515151,82.93057952351515,106.37842083254546,1.242388147030303,7.80098417090909,-28.425344386242426,0.3965715605454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0909090909090909,0.5696969696969697,0.0,0.3393939393939394,0.0,0.0,0.0,1.0,0.0,0.0
3,2020-09-29 13:44:05,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2555.5,2555.5,1601387045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52135113195888,5.8690758426101155,90.48074919488096,111.35303510095238,-1.2299543475595238,8.641371331190477,-31.442352544761903,0.4095858386309524,0.3066754166666666,0.0349438591071428,0.1845238095238095,-0.927242279047619,0.0,0.0197388432142857,0.0,0.5952380952380952,0.9940476190476192,0.0,0.0059523809523809,0.0238095238095238,0.6607142857142857,0.0,0.3154761904761904,0.0,0.0,0.0,1.0,0.0,0.0
4,2020-09-29 13:44:09,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3203.5,3203.5,1601387049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52135113195888,5.8690758426101155,88.9190807665625,117.249100002875,-2.1799139881875,8.6255934253125,-31.8485038045625,0.4231411114375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0125,0.6375,0.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0
5,2020-09-29 13:44:13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3837.0,3837.0,1601387053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52135113195888,5.8690758426101155,88.66772440609272,119.28795706569537,-4.688180381456954,8.726682787682119,-31.67739282066225,0.4180171521854304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0132450331125827,0.6357615894039735,0.0,0.3509933774834437,0.0,0.0,0.0,1.0,0.0,0.0
6,2020-09-29 13:44:18,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4596.0,4596.0,1601387058.0,0.0,4707.985815602837,0.0440776094326241,348.2293805062411,0.5474264941843971,8.333740606241134,0.0,51.5213083506383,5.8687973284751775,75.3972114955319,103.19302005992908,-2.5730582335460994,8.12221242751773,-28.43690074078014,0.4165544207092198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1134751773049645,0.5177304964539007,0.0,0.3617021276595745,0.0070921985815602,0.0,0.0,0.9929078014184396,0.0,0.0
7,2020-09-29 13:44:22,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5161.5,5161.5,1601387062.0,0.0,303.54477611940297,-0.087967374402985,4.835853235074628,0.0059676424626865,-0.7346572290298508,0.0,51.52135113195888,5.8690758426101155,81.70842239514924,121.7451608466418,-5.388306368731343,9.305204513656715,-31.395285791791043,0.4584645509701492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0149253731343283,0.5970149253731343,0.0,0.3805970149253731,0.0074626865671641,0.0,0.0,0.9925373134328358,0.0,0.0
8,2020-09-29 13:44:26,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5830.0,5830.0,1601387066.0,0.0,11553.386934673366,-1.7772021655778896,544.4832383353266,1.2802343976381911,22.78937230668341,0.0,51.52099369211036,5.868401038467844,60.24369619613065,90.27662637125628,-3.793124894120603,6.414124327537689,-22.716383450502512,0.3061024989447236,0.2589018592964824,0.0295003433668341,0.1557788944723618,-0.7827975019095477,0.0,0.016663948040201,0.0,0.5025125628140703,0.9949748743718592,0.0,0.0050251256281407,0.2814070351758794,0.457286432160804,0.0,0.2562814070351759,0.0050251256281407,0.0,0.0,0.9949748743718592,0.0,0.0
9,2020-09-29 13:44:31,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6635.0,6635.0,1601387071.0,0.0,1024.2366863905324,-0.3048686191715976,43.07352244360946,-0.0929014754437869,1.509999753372781,0.0,51.52113080047337,5.8690758426101155,76.27732003242603,128.45209930366866,-4.494201067278106,9.684378687692307,-29.042777315739645,0.363601935147929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0236686390532544,0.6923076923076923,0.0,0.2781065088757396,0.0059171597633136,0.0,0.0,0.9940828402366864,0.0,0.0
