,datetime(utc),total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
0,2020-09-29 11:58:31,1601380711.0,,,,,,,,51.522237979832404,5.868466440865921,86.25343024698324,152.66180064927374,-3.8670110509497206,9.824416412569832,-30.72460283284916,0.50508089424581,,,,,,,,,
1,2020-09-29 11:58:32,1601380712.0,,,,,,,,51.52229340867052,5.86848600433526,84.94588064572254,147.5404019618497,-3.9818370731791903,9.62707917231214,-30.64245142450867,0.5037830374566474,51.52149,5.87059167,30.0,-155.61763,0.0,1.963495465,1.17809725,100.0,
2,2020-09-29 11:58:33,1601380713.0,,,,,,,,51.52227434723164,5.868496157316384,84.54304493401129,142.39591208581922,-3.7340295089265534,9.644565611638418,-30.64778986355932,0.4983307062146892,,,,,,,,,
3,2020-09-29 11:58:34,1601380714.0,,,,,,,,51.52229402748603,5.868496383016759,82.99250136899441,145.9683360134637,-4.474175417039106,9.846473815698324,-30.382495688435753,0.4946509305586592,,,,,,,,,
4,2020-09-29 11:58:35,1601380715.0,,,,,,,,51.52229801307263,5.8685539030167595,83.5479558682123,145.52919489452515,-5.724162009106146,10.238316327039106,-30.281728201005585,0.4954693826256983,51.52149,5.87059167,30.0,-155.61763,0.0,1.963495465,1.17809725,100.0,
5,2020-09-29 11:58:36,1601380716.0,,,,,,,,51.52230183383333,5.868594613583333,83.80333553877777,144.4508901081111,-5.0096738355,9.847430052111111,-30.14837644383333,0.4971072077777777,,,,,,,,,
6,2020-09-29 11:58:37,1601380717.0,,,,,,,,51.52223568412698,5.8685734331746024,85.04157438492064,141.15345158804232,-3.191486184603175,9.49878117968254,-30.22666121814815,0.49115558158730155,,,,,,,,,
7,2020-09-29 11:58:38,1601380718.0,,365235.0,1.5623931899999999,4540.672851565,-4.573655815,-9.36762761,,51.52219968148148,5.8685627827777775,84.72875325354497,143.36537833465607,-3.2242050295767193,9.37131880058201,-30.17582284835979,0.4947689944444444,51.52149,5.87059167,30.0,-155.61763,0.0,1.963495465,1.17809725,100.0,
8,2020-09-29 11:58:39,1601380719.0,,,,,,,,51.522199367659574,5.868654318404256,83.15679184239362,143.14985917117022,-1.640769468404255,9.330521436329787,-29.972245317712765,0.4996323397872341,,,,,,,,,
9,2020-09-29 11:58:40,1601380720.0,,,,,,,,51.52222158021739,5.868610034266305,85.15169656706522,144.96341946157608,-2.672397138152174,9.373685205326087,-30.028897865597827,0.49784735375000005,,,,,,,,,
10,2020-09-29 11:58:41,1601380721.0,,,,,,,,51.522191570883976,5.868630576160221,86.81970521779006,140.76360584491712,-1.7073447219889506,9.34104224160221,-30.005065812320442,0.5049440265745857,51.52149,5.87059167,30.0,-155.61763,0.0,1.963495465,1.17809725,100.0,
11,2020-09-29 11:58:42,1601380722.0,,,,,,,,51.52220012540106,5.868621723315508,89.20944214919787,138.55407815299466,-2.9379554888235297,9.245110412941177,-29.890822241925136,0.4888570435828877,,,,,,,,,
