total in seconds,datetime(utc),AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,DRONE,NO_DRONE,SUSPECTED_DRONE
1601387720,2020-09-29 13:55:20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601387721,2020-09-29 13:55:21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601387722,2020-09-29 13:55:22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601387723,2020-09-29 13:55:23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601387725,2020-09-29 13:55:25,51.519361,5.857781,26.142835,45.739674,0.000000,0.617308,3.173614,0.944207,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387726,2020-09-29 13:55:26,51.519359,5.857811,26.109611,87.086159,0.000000,1.007683,3.152677,0.955364,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387727,2020-09-29 13:55:27,51.519346,5.857803,26.260755,186.373260,0.000000,1.285448,3.309973,0.964247,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387729,2020-09-29 13:55:29,51.519356,5.857804,26.154230,15.550528,0.000000,0.801519,3.366905,0.971365,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387730,2020-09-29 13:55:30,51.519360,5.857795,26.130099,307.675903,0.000000,0.307659,3.472024,0.977090,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387731,2020-09-29 13:55:31,51.519358,5.857801,26.138833,155.265381,0.000000,0.080082,3.467466,0.981672,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387733,2020-09-29 13:55:33,51.519356,5.857829,26.112438,87.879753,0.000000,0.926303,3.456748,0.985335,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387734,2020-09-29 13:55:34,51.519354,5.857835,26.127516,121.693512,0.000000,0.590565,3.505667,0.988267,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387735,2020-09-29 13:55:35,51.519359,5.857814,26.111788,299.495697,0.000000,0.378794,3.561462,0.990609,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387737,2020-09-29 13:55:37,51.519356,5.857833,26.107987,101.530716,0.000000,0.367260,3.684000,0.992482,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387738,2020-09-29 13:55:38,51.519346,5.857869,26.151592,119.178078,0.000000,1.313126,3.790803,0.993981,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387739,2020-09-29 13:55:39,51.519324,5.857956,26.248122,116.736061,0.000000,3.202492,4.116820,0.995157,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387740,2020-09-29 13:55:40,51.519307,5.857991,26.374565,123.145309,0.000000,2.797754,4.544754,0.996125,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387741,2020-09-29 13:55:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521264,5.858627,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601387742,2020-09-29 13:55:42,51.519283,5.858080,26.516759,117.275803,0.000000,3.934681,5.360448,0.996891,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387743,2020-09-29 13:55:43,51.519271,5.858066,26.660781,134.901825,0.000000,2.025950,6.601646,0.997447,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387744,2020-09-29 13:55:44,51.519281,5.857980,26.669881,280.279327,0.000000,1.641935,6.781301,0.997780,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387746,2020-09-29 13:55:46,51.519290,5.857909,26.667070,282.331024,0.000000,2.769447,6.831826,0.998213,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387747,2020-09-29 13:55:47,51.519332,5.857818,26.390606,312.904785,0.000000,4.746843,6.755256,0.998443,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387748,2020-09-29 13:55:48,51.519338,5.857770,26.400980,286.245605,0.000000,3.416814,6.800294,0.998629,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387750,2020-09-29 13:55:50,51.519323,5.857726,26.611097,250.904694,0.000000,3.243455,6.718191,0.998853,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387751,2020-09-29 13:55:51,51.519304,5.857676,26.921297,241.607819,0.000000,3.268675,6.766124,0.999080,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387752,2020-09-29 13:55:52,51.519369,5.857716,26.268645,3.949915,0.000000,4.530634,6.693057,0.997440,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387753,2020-09-29 13:55:53,51.519409,5.857826,25.594411,39.381340,0.000000,5.301013,6.584021,0.997722,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601387755,2020-09-29 13:55:55,51.519443,5.857729,25.385810,330.226929,0.000000,2.438507,6.518495,0.996179,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
