51.521867,5.863441
51.521765,5.863058
51.521689,5.86266
51.521644,5.862268
51.521562,5.861892
51.521459,5.861559
51.521358,5.861221
51.521267,5.860907
51.521161,5.860598
51.521061,5.860286
51.520985,5.860004
51.520974,5.859786
51.520981,5.85956
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521094,5.8594
51.521001,5.862825
51.520972,5.862749
51.520945,5.862674
51.520916,5.862598
51.520887,5.862522
51.520857,5.862444
51.520827,5.862367
51.520804,5.862293
51.520787,5.86222
51.520759,5.862144
51.520741,5.862073
51.520719,5.861999
51.520681,5.861917
51.520642,5.861835
51.520617,5.861759
51.520597,5.861692
51.520579,5.861626
51.520552,5.861544
51.52053,5.861467
51.520506,5.86139
51.52048,5.861315
51.520463,5.861247
51.520445,5.861178
51.520421,5.861104
51.520392,5.861031
51.520355,5.860941
51.520322,5.860851
51.520307,5.860787
51.520309,5.860751
51.520278,5.860668
51.520244,5.86058
51.520213,5.860494
51.520163,5.860389
51.520163,5.860389
51.520116,5.860259
51.520084,5.860163
51.520084,5.860163
51.52004,5.860022
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.520021,5.859955
51.51937,5.857911
51.519346,5.85781
51.519329,5.857692
51.519314,5.857577
51.5193,5.857482
51.519282,5.857396
51.519269,5.857292
51.519264,5.857172
51.519238,5.857074
51.519208,5.857015
51.519175,5.856994
51.51914,5.85697
51.519111,5.856919
51.519085,5.856851
51.519058,5.856789
51.519029,5.856729
51.519004,5.856659
51.518978,5.856585
51.518955,5.856512
51.518925,5.856455
51.518898,5.85639
51.518875,5.856312
51.518852,5.856233
51.51883,5.856153
51.518809,5.856068
51.51878,5.856008
51.518758,5.855925
51.518724,5.855874
51.518698,5.855804
51.518674,5.855729
51.518654,5.855647
51.518634,5.855559
51.518609,5.855486
51.518588,5.855403
51.518559,5.855335
51.518527,5.855279
51.518508,5.855196
51.518484,5.855117
51.518442,5.855079
51.518416,5.855007
51.518392,5.85493
51.518369,5.854852
51.518344,5.854781
51.518315,5.854713
51.518292,5.854631
51.518266,5.854561
51.518237,5.854497
51.518209,5.854427
51.518187,5.854345
51.518161,5.854272
51.518125,5.854218
51.518103,5.854138
51.518078,5.854063
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
51.518065,5.853966
