51.521619,5.86639
51.52157,5.866248
51.521522,5.866108
51.521486,5.865965
51.521436,5.865823
51.521381,5.865674
51.521336,5.865525
51.521292,5.86537
51.521245,5.865216
51.521214,5.865072
51.52117,5.864924
51.52113,5.864771
51.521067,5.864614
51.521015,5.864464
51.52096,5.864311
51.52091,5.864156
51.520853,5.863995
51.520799,5.863832
51.520733,5.863667
51.520681,5.863511
51.520641,5.863357
51.520598,5.863204
51.520556,5.863051
51.520529,5.862907
51.520529,5.862907
51.520414,5.862575
51.520357,5.862412
51.520357,5.862412
51.52023,5.862083
51.520176,5.86192
51.520124,5.861748
51.520086,5.861605
51.52006,5.861485
51.520018,5.861354
51.519992,5.861421
51.518528,5.856238
51.51847,5.856135
51.518414,5.856021
51.518354,5.855905
51.518302,5.855768
51.518252,5.855638
51.518205,5.855519
51.518162,5.855391
51.518119,5.855255
51.518071,5.855116
51.518026,5.854973
51.517978,5.854832
51.517934,5.854686
51.517887,5.854546
51.517834,5.854414
51.517786,5.85427
51.517744,5.854114
51.517706,5.85395
51.517661,5.8538
51.51761,5.853662
51.517565,5.853516
51.517517,5.853365
51.517464,5.853218
51.517406,5.853069
51.517308,5.852762
51.517308,5.852762
51.517308,5.852762
51.517308,5.852762
51.520744,5.86167
51.520873,5.861399
51.520873,5.861123
51.520767,5.860878
51.520653,5.860648
51.520475,5.860428
51.520475,5.860428
51.520149,5.860064
51.520042,5.859857
51.519934,5.859629
51.519829,5.859444
51.519732,5.859362
51.519624,5.859609
51.519489,5.859699
51.519327,5.859786
51.51922,5.859881
51.520727,5.861024
51.520788,5.860772
51.520825,5.860553
51.523019,5.865851
51.520826,5.860333
51.52286,5.865478
51.520838,5.860119
51.522957,5.864941
51.52083,5.859892
51.522801,5.864566
51.520763,5.859664
51.522587,5.864222
51.520678,5.859478
51.522328,5.863888
51.520678,5.859478
51.522717,5.863132
51.520515,5.859179
51.522717,5.863132
51.520432,5.8591
51.522717,5.863132
51.520432,5.8591
51.522717,5.863132
51.520432,5.8591
51.522717,5.863132
51.520296,5.858829
51.522717,5.863132
51.520296,5.858829
51.522717,5.863132
