51.522983,5.863168
51.52291,5.862937
51.522829,5.862709
51.522739,5.862489
51.522644,5.862275
51.522545,5.862066
51.522448,5.861855
51.522351,5.861646
51.522247,5.861437
51.522155,5.861219
51.522055,5.861014
51.521966,5.860798
51.521873,5.860583
51.521787,5.860371
51.52171,5.860159
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.521605,5.859966
51.520073,5.855933
51.519984,5.855721
51.519898,5.855507
51.519808,5.855298
51.519723,5.855079
51.51964,5.854865
51.51955,5.854661
51.519469,5.854434
51.519383,5.854213
51.519294,5.853996
51.519212,5.853771
51.519124,5.853557
51.519036,5.853341
51.518946,5.853129
51.518862,5.85291
51.51878,5.852691
51.518695,5.852472
51.518057,5.859286
51.518607,5.852258
51.518058,5.859294
51.518527,5.852035
51.518058,5.859294
51.518445,5.851818
51.518053,5.859284
51.518355,5.851613
51.518033,5.859247
51.518273,5.851399
51.517982,5.859177
51.518191,5.851183
51.517915,5.859065
51.5181,5.850973
51.517828,5.858773
51.518004,5.850765
51.517828,5.858773
51.517918,5.850538
51.517828,5.858773
51.517819,5.850321
51.517562,5.857959
51.51773,5.850092
51.517478,5.857673
51.517634,5.849871
51.517402,5.857427
51.517553,5.849636
51.517323,5.857211
51.517553,5.849636
51.517241,5.856985
51.517372,5.849181
51.517169,5.85659
51.517287,5.848958
51.517169,5.85659
51.517206,5.84873
51.517052,5.85607
51.517116,5.848514
51.51699,5.855873
51.517031,5.848287
51.51699,5.855873
51.51697,5.848038
51.51699,5.855873
51.516869,5.847828
51.51699,5.855873
51.516869,5.847828
51.516928,5.855496
51.516869,5.847828
51.516836,5.855698
51.516869,5.847828
51.516836,5.855698
51.516869,5.847828
51.516809,5.85572
51.516869,5.847828
51.516784,5.855711
51.516869,5.847828
51.516746,5.855619
51.516869,5.847828
51.516667,5.855416
51.51659,5.855238
51.516488,5.854997
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.516393,5.854792
51.51927,5.858288
51.519243,5.858179
51.519213,5.858224
51.519192,5.858233
51.519192,5.858233
51.519192,5.858233
