,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
0,51.519333,5.857853,1.6,1.8,3.9,0.32,1.6,1.6,3.9,0.32,0,2020-09-29 13:55:18,2020-09-29 15:55:18.608,12,0,0,16.666,51.519331,5.85785,0.0,0.0,-3.9,1.0,-2.7,-19.4,0,1,0,99,97,-2206,5603,16666,2941.5,35,GPS,1,0,0,0,660,0,0,1601387718607,0,0,0,0,0,0,23,Litchi_iOS_2.8.0,kcdgc-P4 Professional V2.0,11VKF7U00203L3,0WGUF4F00100N3,0DQAF5N03201UP,,0,5660,0,-10.0,-27.0,-194.0,0.0,0.0,-236.0,6,16.0,39.0,3.21,0.0,0.0,-39.0,0,,,100,100,0,2,0,0,0,0,0,(null),(null),(null),(null),9.6,4.4,0
1,51.519333,5.857853,1.9,2.2,4.2,0.33,1.9,1.9,4.2,0.33,117,2020-09-29 13:55:18,2020-09-29 15:55:18.725,12,0,0,16.666,51.519331,5.85785,0.0,0.0,-4.2,1.4,-2.4,-18.8,0,1,0,99,97,-2206,5603,16666,2941.5,35,GPS,1,0,0,0,660,0,0,1601387718724,0,0,0,0,0,0,23,,,,,,,0,0,0,-14.0,-24.0,-188.0,0.0,0.0,-233.0,6,19.0,42.0,3.32,0.0,0.0,-42.0,0,,,100,100,0,2,0,0,0,0,0,,,,,9.6,4.4,0
2,51.519333,5.857853,2.3,2.6,4.5,0.31,2.3,2.3,4.5,0.33,197,2020-09-29 13:55:18,2020-09-29 15:55:18.805,12,0,0,16.218,51.519331,5.85785,0.0,0.0,-4.5,1.3,-1.6,-18.3,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387718804,0,0,0,0,0,0,23,,,,,,,0,0,0,-13.0,-16.0,-183.0,0.0,0.0,-228.0,6,23.0,45.0,3.13,0.0,0.0,-45.0,0,,,100,100,0,2,0,0,0,0,0,,,,,9.6,4.4,0
3,51.519333,5.857853,2.8,3.1,4.8,0.32,2.8,2.8,4.8,0.33,316,2020-09-29 13:55:18,2020-09-29 15:55:18.924,12,0,0,16.218,51.519331,5.85785,0.0,0.0,-4.8,1.3,-0.9,-17.9,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387718923,0,0,0,0,0,0,23,,,,,,,0,0,0,-13.0,-9.0,-179.0,0.0,0.0,-224.0,6,28.0,48.0,3.18,0.0,0.0,-48.0,0,,,100,100,0,2,0,0,0,0,0,,,,,10.2,4.4,0
4,51.519333,5.857854,3.3,3.6,4.9,0.33,3.3,3.3,4.9,0.33,407,2020-09-29 13:55:19,2020-09-29 15:55:19.014,12,0,0,16.218,51.519331,5.85785,0.0,0.0,-4.9,1.1,-0.7,-17.5,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719014,0,0,0,0,0,0,23,,,,,,,0,0,0,-11.0,-7.0,-175.0,0.0,0.0,-220.0,6,33.0,49.0,3.26,0.0,0.0,-49.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,4.5,0
5,51.519333,5.857854,3.8,4.1,5.0,0.34,3.8,3.8,5.0,0.34,507,2020-09-29 13:55:19,2020-09-29 15:55:19.115,12,0,0,16.218,51.519331,5.85785,0.1,0.0,-5.0,1.0,-1.2,-17.1,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719114,0,0,0,0,0,0,23,,,,,,,0,0,0,-10.0,-12.0,-171.0,0.0,0.0,-215.0,6,38.0,50.01,3.4,1.0,0.0,-50.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,4.7,0
6,51.519333,5.857854,4.4,4.6,5.1,0.35,4.4,4.4,5.1,0.35,614,2020-09-29 13:55:19,2020-09-29 15:55:19.222,12,0,0,16.218,51.519331,5.85785,0.1,0.1,-5.1,1.6,-1.9,-16.8,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719221,0,0,0,0,0,0,23,,,,,,,0,0,0,-16.0,-19.0,-168.0,0.0,0.0,-211.0,6,44.0,51.02,3.53,1.0,1.0,-51.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,4.8,0
7,51.519333,5.857855,4.9,5.1,5.1,0.39,4.9,4.9,5.1,0.39,714,2020-09-29 13:55:19,2020-09-29 15:55:19.322,12,0,0,16.218,51.519331,5.85785,0.1,0.0,-5.1,2.2,-2.5,-16.5,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719321,0,0,0,0,0,0,23,,,,,,,0,0,0,-22.0,-25.0,-165.0,0.0,0.0,-207.0,6,49.0,51.01,3.86,1.0,0.0,-51.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,5.3,0
8,51.519333,5.857855,5.4,5.6,5.1,0.42,5.4,5.4,5.1,0.42,817,2020-09-29 13:55:19,2020-09-29 15:55:19.424,12,0,0,16.218,51.519331,5.85785,0.1,0.1,-5.1,2.5,-2.7,-16.4,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719424,0,0,0,0,0,0,23,,,,,,,0,0,0,-25.0,-27.0,-164.0,0.0,0.0,-203.0,6,54.0,51.02,4.19,1.0,1.0,-51.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,7.0,0
9,51.519333,5.857856,5.9,6.1,5.1,0.45,5.9,5.9,5.1,0.45,916,2020-09-29 13:55:19,2020-09-29 15:55:19.524,12,0,0,16.218,51.519331,5.85785,0.1,0.1,-5.1,2.4,-2.9,-16.4,0,1,0,99,97,-10000,5603,16218,2941.5,35,GPS,1,0,0,0,660,0,0,1601387719523,0,0,0,0,0,0,23,,,,,,,0,0,0,-24.0,-29.0,-164.0,0.0,0.0,-203.0,6,59.0,51.02,4.53,1.0,1.0,-51.0,0,,,100,100,0,2,0,0,0,0,0,,,,,0.0,9.8,0
