,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
0,51.519506,5.857978,0.9,0.0,2.3,0.04,0.9,0.9,2.3,0.04,0,2020-09-29 12:10:56,2020-09-29 14:10:56.648,16,0,0,12.711,51.519506,5.857977,-0.1,0.0,-2.3,-3.0,-0.4,-21.9,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,660,0,0,1601381456647,4254,4255,4253,0,0,0,13,Litchi_iOS_2.8.0,aladrian-MAVIC PRO,08RDEAJP01043R,08XUEB30061XN3,093AEB303309JT,,0,3724,0,30.0,-4.0,-219.0,0.0,0.0,-215.0,6,9.0,23.02,0.43,-1.0,0.0,-23.0,0,,,100,100,0,1,0,0,0,0,0,(null),(null),(null),(null),0.0,0.0,0
1,51.519506,5.857978,1.2,1.2,2.7,0.05,1.2,1.2,2.7,0.05,80,2020-09-29 12:10:56,2020-09-29 14:10:56.727,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-2.7,-2.8,-0.9,-22.0,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,660,0,0,1601381456727,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,28.0,-9.0,-220.0,0.0,0.0,-215.0,6,12.0,27.0,0.53,0.0,0.0,-27.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
2,51.519506,5.857978,1.5,1.5,3.1,0.06,1.5,1.5,3.1,0.06,176,2020-09-29 12:10:56,2020-09-29 14:10:56.824,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-3.1,-3.0,-1.1,-22.0,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,660,0,0,1601381456823,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,30.0,-11.0,-220.0,0.0,0.0,-215.0,6,15.0,31.0,0.58,0.0,0.0,-31.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
3,51.519506,5.857978,1.8,1.9,3.5,0.06,1.8,1.8,3.5,0.06,280,2020-09-29 12:10:56,2020-09-29 14:10:56.928,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-3.5,-2.9,-0.9,-22.0,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,660,-39,0,1601381456927,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,29.0,-9.0,-220.0,0.0,0.0,-215.0,6,18.0,35.0,0.61,0.0,0.0,-35.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
4,51.519506,5.857978,2.2,2.2,3.7,0.07,2.2,2.2,3.7,0.07,380,2020-09-29 12:10:57,2020-09-29 14:10:57.028,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-3.7,-2.9,-0.5,-22.0,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457027,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,29.0,-5.0,-220.0,0.0,0.0,-215.0,6,22.0,37.0,0.69,0.0,0.0,-37.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
5,51.519506,5.857979,2.6,2.6,3.8,0.08,2.6,2.6,3.8,0.08,479,2020-09-29 12:10:57,2020-09-29 14:10:57.126,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-3.8,-3.1,-0.4,-21.8,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457126,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,31.0,-4.0,-218.0,0.0,0.0,-215.0,6,26.0,38.0,0.76,0.0,0.0,-38.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
6,51.519506,5.857979,2.9,3.0,3.7,0.08,2.9,2.9,3.8,0.08,577,2020-09-29 12:10:57,2020-09-29 14:10:57.225,16,0,0,12.711,51.519506,5.857977,0.0,0.0,-3.7,-3.2,-0.4,-21.7,0,1,0,98,100,-1720,3670,12711,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457224,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,32.0,-4.0,-217.0,0.0,0.0,-215.0,6,29.0,37.0,0.84,0.0,0.0,-37.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
7,51.519506,5.857979,3.3,3.4,3.6,0.09,3.3,3.3,3.8,0.09,686,2020-09-29 12:10:57,2020-09-29 14:10:57.333,16,0,0,12.141,51.519506,5.857977,0.0,0.0,-3.6,-3.1,-0.5,-21.6,0,1,0,98,100,-6670,3668,12141,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457333,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,31.0,-5.0,-216.0,0.0,0.0,-215.0,6,33.0,36.0,0.9,0.0,0.0,-36.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
8,51.519506,5.857979,3.7,3.7,3.3,0.1,3.7,3.7,3.8,0.1,788,2020-09-29 12:10:57,2020-09-29 14:10:57.435,16,0,0,12.141,51.519506,5.857977,0.0,0.0,-3.3,-3.0,-0.6,-21.6,0,1,0,98,100,-6670,3668,12141,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457435,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,30.0,-6.0,-216.0,0.0,0.0,-215.0,6,37.0,33.0,1.05,0.0,0.0,-33.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
9,51.519506,5.857979,4.0,4.1,3.0,0.12,4.0,4.0,3.8,0.12,880,2020-09-29 12:10:57,2020-09-29 14:10:57.527,16,0,0,12.141,51.519506,5.857977,0.0,0.0,-3.0,-2.8,-0.6,-21.5,0,1,0,98,100,-6670,3668,12141,2941.5,8,GPS,1,0,0,0,0,0,0,1601381457527,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,28.0,-6.0,-215.0,0.0,0.0,-215.0,6,40.0,30.0,1.17,0.0,0.0,-30.0,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
