,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
81,51.520852,5.862760,33.040674,242.076126,0.000000,11.799051,1.000000,0.000000,0.000000,0.977473,24.230731,1,2020-09-29 13:45:46
82,51.520599,5.861982,28.493847,242.524307,0.000000,11.619691,1.000000,0.000000,0.000000,0.990773,24.301845,1,2020-09-29 13:45:46
83,51.520722,5.862370,30.713255,241.885086,0.000000,11.705128,1.000000,0.000000,0.000000,0.985583,24.400254,1,2020-09-29 13:45:46
84,51.520663,5.862179,29.581529,242.458588,0.000000,11.540658,1.000000,0.000000,0.000000,0.988466,24.382663,1,2020-09-29 13:45:46
85,51.520785,5.862564,31.860940,241.783493,0.000000,11.813319,1.000000,0.000000,0.000000,0.981978,24.274627,1,2020-09-29 13:45:46
86,51.520339,5.861155,24.556940,243.733994,0.000000,12.287051,1.000000,0.000000,0.000000,0.996220,24.469144,1,2020-09-29 13:45:46
87,51.520469,5.861578,26.427864,243.419678,0.000000,11.919147,1.000000,0.000000,0.000000,0.994094,24.312643,1,2020-09-29 13:45:46
88,51.520407,5.861368,25.455801,244.161926,0.000000,12.064971,1.000000,0.000000,0.000000,0.995275,24.357364,1,2020-09-29 13:45:46
89,51.520528,5.861779,27.451316,241.954269,0.000000,11.954761,1.000000,0.000000,0.000000,0.992618,24.310391,1,2020-09-29 13:45:46
90,51.520278,5.860941,23.700087,244.737427,0.000000,12.387526,1.000000,0.000000,0.000000,0.996976,24.371885,1,2020-09-29 13:45:46
91,51.520207,5.860719,22.956753,243.780960,0.000000,12.727063,1.000000,0.000000,0.000000,0.997580,24.461751,1,2020-09-29 13:45:46
92,51.520123,5.860479,22.358534,242.169525,0.000000,13.524001,1.000000,0.000000,0.000000,0.998062,24.346889,1,2020-09-29 13:45:46
93,51.520051,5.860261,21.935190,241.768982,0.000000,13.217175,1.000000,0.000000,0.000000,0.998450,24.218734,1,2020-09-29 13:45:47
94,51.519970,5.860026,21.675569,241.496368,0.000000,13.668147,1.000000,0.000000,0.000000,0.998759,24.092176,1,2020-09-29 13:45:49
