,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
158,51.520331,5.861942,29.290314,239.007904,0.000000,7.871176,1.000000,0.000000,0.000000,0.999966,20.583544,0,2020-09-29 13:21:47
159,51.520278,5.861812,28.725502,238.056564,0.000000,7.991217,1.000000,0.000000,0.000000,0.999973,20.535523,0,2020-09-29 13:21:48
160,51.520232,5.861691,28.239102,237.534225,0.000000,7.723948,1.000000,0.000000,0.000000,0.999978,20.531418,0,2020-09-29 13:21:50
161,51.520203,5.861584,27.760003,240.608719,0.000000,7.096809,1.000000,0.000000,0.000000,0.999981,20.468313,0,2020-09-29 13:21:51
162,51.520153,5.861468,27.369293,235.902924,0.000000,7.113033,1.000000,0.000000,0.000000,0.999983,20.406920,0,2020-09-29 13:21:52
163,51.520120,5.861366,26.990496,239.663605,0.000000,6.591753,1.000000,0.000000,0.000000,0.999985,20.348470,0,2020-09-29 13:21:54
164,51.520086,5.861256,26.591105,243.396469,0.000000,6.589510,1.000000,0.000000,0.000000,0.999988,20.289668,0,2020-09-29 13:21:55
165,51.520041,5.861140,26.262869,239.312683,0.000000,6.847097,1.000000,0.000000,0.000000,0.999990,20.232200,0,2020-09-29 13:21:56
166,51.520003,5.861035,25.975220,239.397339,0.000000,6.619897,1.000000,0.000000,0.000000,0.999992,20.173235,0,2020-09-29 13:21:57
167,51.519956,5.860908,25.675321,240.534775,0.000000,7.233687,1.000000,0.000000,0.000000,0.999991,20.114962,0,2020-09-29 13:21:59
168,51.519899,5.860771,25.434008,237.995346,0.000000,7.932023,1.000000,0.000000,0.000000,0.999991,20.058561,0,2020-09-29 13:22:00
169,51.519839,5.860626,25.244665,237.218231,0.000000,8.524856,1.000000,0.000000,0.000000,0.999992,20.004185,0,2020-09-29 13:22:01
170,51.519789,5.860495,25.100423,237.963623,0.000000,8.309709,1.000000,0.000000,0.000000,0.999993,19.950050,0,2020-09-29 13:22:03
171,51.519744,5.860369,24.982689,239.657333,0.000000,7.973756,1.000000,0.000000,0.000000,0.999994,19.896577,0,2020-09-29 13:22:04
172,51.519703,5.860238,24.858670,243.067276,0.000000,7.870563,1.000000,0.000000,0.000000,0.999995,19.843189,0,2020-09-29 13:22:05
