,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
85,51.521867,5.863441,38.079016,240.805679,0.000000,22.076956,0.000000,1.000000,0.000000,0.999317,39.429754,1,2020-09-29 12:12:46
86,51.521765,5.863058,35.313954,242.503693,0.000000,22.201656,0.000000,1.000000,0.000000,0.999439,39.533699,1,2020-09-29 12:12:47
87,51.521689,5.862660,32.547362,245.216278,0.000000,22.209997,0.000000,1.000000,0.000000,0.999522,39.975759,1,2020-09-29 12:12:49
88,51.521644,5.862268,29.872566,248.690872,0.000000,21.738035,0.000000,1.000000,0.000000,0.999580,40.290942,1,2020-09-29 12:12:50
89,51.521562,5.861892,27.310130,249.138275,0.000000,21.393173,0.000000,1.000000,0.000000,0.999658,40.468829,1,2020-09-29 12:12:51
90,51.521459,5.861559,24.855905,247.296738,0.000000,20.401037,0.000000,1.000000,0.000000,0.999700,40.401588,1,2020-09-29 12:12:52
91,51.521358,5.861221,22.528334,246.116135,0.000000,19.965349,0.000000,1.000000,0.000000,0.999749,40.535952,1,2020-09-29 12:12:54
92,51.521267,5.860907,20.397586,245.456406,0.000000,19.118324,0.000000,1.000000,0.000000,0.999777,40.518628,1,2020-09-29 12:12:55
93,51.521161,5.860598,18.320127,243.768234,0.000000,18.719065,0.000000,1.000000,0.000000,0.999813,40.451161,1,2020-09-29 12:12:56
94,51.521061,5.860286,16.471259,243.340881,0.000000,18.506647,0.000000,1.000000,0.000000,0.999848,40.413311,1,2020-09-29 12:12:58
95,51.520985,5.860004,14.910776,243.944427,0.000000,17.597061,0.000000,1.000000,0.000000,0.999850,40.334169,1,2020-09-29 12:12:59
96,51.520974,5.859786,13.363530,248.502548,0.000000,15.316939,0.000000,1.000000,0.000000,0.999607,40.267506,1,2020-09-29 12:13:00
97,51.520981,5.859560,11.900765,256.409882,0.000000,13.807861,0.000000,1.000000,0.000000,0.998906,40.193103,1,2020-09-29 12:13:02
98,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:03
99,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:04
100,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:06
101,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:07
102,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:08
103,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:09
104,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:11
105,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:12
106,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1,2020-09-29 12:13:13
310,51.521001,5.862825,33.177539,242.351715,0.000000,4.433689,0.000000,1.000000,0.000000,0.999994,26.030335,1,2020-09-29 12:17:32
311,51.520972,5.862749,32.701953,241.361923,0.000000,4.537011,0.000000,1.000000,0.000000,0.999995,25.981479,1,2020-09-29 12:17:33
312,51.520945,5.862674,32.239320,240.798615,0.000000,4.553098,0.000000,1.000000,0.000000,0.999996,25.944515,1,2020-09-29 12:17:35
313,51.520916,5.862598,31.772062,240.191635,0.000000,4.623376,0.000000,1.000000,0.000000,0.999997,25.899986,1,2020-09-29 12:17:36
314,51.520887,5.862522,31.311239,239.710892,0.000000,4.643554,0.000000,1.000000,0.000000,0.999997,25.856067,1,2020-09-29 12:17:37
315,51.520857,5.862444,30.837786,239.201370,0.000000,4.718639,0.000000,1.000000,0.000000,0.999998,25.801503,1,2020-09-29 12:17:39
316,51.520827,5.862367,30.383851,238.879227,0.000000,4.753995,1.000000,0.000000,0.000000,0.999998,25.737414,1,2020-09-29 12:17:40
318,51.520804,5.862293,29.939482,240.511841,0.000000,4.612764,0.000000,1.000000,0.000000,0.999999,25.673811,1,2020-09-29 12:17:41
319,51.520787,5.862220,29.502956,243.891785,0.000000,4.413888,1.000000,0.000000,0.000000,0.999999,25.610856,1,2020-09-29 12:17:43
321,51.520759,5.862144,29.069437,242.025269,0.000000,4.508387,1.000000,0.000000,0.000000,0.999999,25.546575,1,2020-09-29 12:17:44
322,51.520741,5.862073,28.662268,243.948456,0.000000,4.271336,1.000000,0.000000,0.000000,0.999999,25.483275,1,2020-09-29 12:17:45
323,51.520719,5.861999,28.247815,244.137787,0.000000,4.339442,1.000000,0.000000,0.000000,0.999999,25.421219,1,2020-09-29 12:17:47
324,51.520681,5.861917,27.829278,240.081909,0.000000,4.734068,0.000000,1.000000,0.000000,0.999996,25.359750,1,2020-09-29 12:17:48
325,51.520642,5.861835,27.423006,236.986023,0.000000,4.985325,0.000000,1.000000,0.000000,0.999996,25.298712,1,2020-09-29 12:17:49
327,51.520617,5.861759,27.018444,239.989456,0.000000,4.720175,0.000000,1.000000,0.000000,0.999995,25.238976,1,2020-09-29 12:17:50
328,51.520597,5.861692,26.651474,240.904861,0.000000,4.217635,1.000000,0.000000,0.000000,0.999995,25.183705,1,2020-09-29 12:17:52
329,51.520579,5.861626,26.297121,243.470367,0.000000,3.992276,1.000000,0.000000,0.000000,0.999996,25.126793,1,2020-09-29 12:17:53
330,51.520552,5.861544,25.889829,244.706070,0.000000,4.565106,1.000000,0.000000,0.000000,0.999996,25.069180,1,2020-09-29 12:17:54
331,51.520530,5.861467,25.496860,245.029587,0.000000,4.506143,1.000000,0.000000,0.000000,0.999997,25.012484,1,2020-09-29 12:17:56
332,51.520506,5.861390,25.124895,244.091873,0.000000,4.514205,1.000000,0.000000,0.000000,0.999998,24.956536,1,2020-09-29 12:17:57
333,51.520480,5.861315,24.793361,240.852463,0.000000,4.423107,1.000000,0.000000,0.000000,0.999998,24.902042,1,2020-09-29 12:17:58
334,51.520463,5.861247,24.457414,244.619720,0.000000,4.177207,1.000000,0.000000,0.000000,0.999998,24.847802,1,2020-09-29 12:18:00
335,51.520445,5.861178,24.139906,245.522079,0.000000,4.067882,1.000000,0.000000,0.000000,0.999998,24.793984,1,2020-09-29 12:18:01
336,51.520421,5.861104,23.824538,244.256607,0.000000,4.255112,1.000000,0.000000,0.000000,0.999999,24.740679,1,2020-09-29 12:18:02
337,51.520392,5.861031,23.544234,239.073944,0.000000,4.377594,1.000000,0.000000,0.000000,0.999999,24.687753,1,2020-09-29 12:18:04
338,51.520355,5.860941,23.242062,238.589859,0.000000,5.340692,1.000000,0.000000,0.000000,0.999996,24.635317,1,2020-09-29 12:18:05
339,51.520322,5.860851,22.927812,240.199890,0.000000,5.461514,1.000000,0.000000,0.000000,0.999996,24.583475,1,2020-09-29 12:18:06
340,51.520307,5.860787,22.669941,243.243240,0.000000,3.970806,1.000000,0.000000,0.000000,0.999973,24.532216,1,2020-09-29 12:18:07
341,51.520309,5.860751,22.462851,258.423370,0.000000,2.447750,1.000000,0.000000,0.000000,0.999899,24.481671,1,2020-09-29 12:18:09
342,51.520278,5.860668,22.227986,246.630737,0.000000,3.782332,1.000000,0.000000,0.000000,0.999883,24.431559,1,2020-09-29 12:18:10
343,51.520244,5.860580,21.998194,242.441940,0.000000,4.587578,1.000000,0.000000,0.000000,0.999888,24.382082,1,2020-09-29 12:18:11
344,51.520213,5.860494,21.784221,241.028015,0.000000,4.910458,1.000000,0.000000,0.000000,0.999909,24.333125,1,2020-09-29 12:18:13
345,51.520163,5.860389,21.637356,234.747467,0.000000,5.940356,0.000000,1.000000,0.000000,0.999888,24.284768,1,2020-09-29 12:18:14
346,51.520163,5.860389,21.637356,234.747467,0.000000,5.940356,0.000000,1.000000,0.000000,0.999888,24.284768,1,2020-09-29 12:18:15
347,51.520116,5.860259,21.414510,240.423386,0.000000,3.938510,0.000000,1.000000,0.000000,0.984250,24.236869,1,2020-09-29 12:18:17
348,51.520084,5.860163,21.261562,243.035736,0.000000,5.199453,0.000000,1.000000,0.000000,0.987384,24.189431,1,2020-09-29 12:18:18
349,51.520084,5.860163,21.261562,243.035736,0.000000,5.199453,0.000000,1.000000,0.000000,0.987384,24.189431,1,2020-09-29 12:18:19
350,51.520040,5.860022,21.071155,242.348938,0.000000,4.284595,0.000000,1.000000,0.000000,0.974261,24.142549,1,2020-09-29 12:18:21
351,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:22
352,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:23
353,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:24
354,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:26
355,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:27
356,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:28
357,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:30
358,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:31
359,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1,2020-09-29 12:18:32
379,51.519370,5.857911,25.802214,249.526459,0.000000,5.119214,1.000000,0.000000,0.000000,0.672312,0.247891,1,2020-09-29 12:18:57
380,51.519346,5.857810,26.203412,247.706680,0.000000,5.541720,0.000000,1.000000,0.000000,0.737846,0.213543,1,2020-09-29 12:18:58
381,51.519329,5.857692,26.591619,253.130753,0.000000,5.860384,0.000000,1.000000,0.000000,0.790266,0.500798,1,2020-09-29 12:19:00
382,51.519314,5.857577,26.967468,256.297638,0.000000,5.931758,0.000000,1.000000,0.000000,0.832211,1.423332,1,2020-09-29 12:19:01
