,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Latitude,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,LABEL,datetime(utc)
0,51.520074,5.864457,51.520074,7.360213,0.838656,4.285714,-22.231090,0.000000,0.560999,0.336599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:18:55
1,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:18:56
2,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:18:57
3,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:00
4,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:03
5,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:06
6,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:09
7,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:12
8,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:15
9,51.520074,5.864457,51.520074,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:18
10,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:21
11,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:22
12,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:23
13,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:24
14,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:25
15,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:26
16,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:27
17,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:28
18,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:29
19,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,1.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:30
20,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:32
21,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:33
22,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:34
23,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:35
24,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,2.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:36
25,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:37
26,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:38
27,51.520074,5.864457,51.520074,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:39
28,51.520074,5.864457,51.520074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:40
29,51.520336,5.864457,51.520336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:41
30,51.520245,5.864457,51.520245,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,3.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:42
31,51.521145,5.864457,51.521145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:43
32,51.520948,5.864457,51.520948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:44
33,51.521045,5.864688,51.521045,6.440186,0.733824,3.750000,-19.452204,0.000000,0.490874,0.294524,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:45
34,51.521472,5.865662,51.521472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77.727273,-9.188790,116.929810,7.931891,-44.282080,0,2020-09-29 12:19:46
35,51.520705,5.865020,51.520705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,375.291667,-0.927099,2520.773031,-3.332656,20.754909,0,2020-09-29 12:19:47
36,51.521323,5.865787,51.521323,3.220093,0.366912,1.875000,-9.726102,0.000000,0.245437,0.147262,1.312500,158.500000,-3.812856,723.702637,1.116575,12.202759,0,2020-09-29 12:19:48
37,51.520505,5.864931,51.520505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,638.260870,-8.899526,2229.952286,4.505973,52.664903,0,2020-09-29 12:19:49
38,51.522059,5.866703,51.522059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:50
39,51.521817,5.866614,51.521817,3.030676,0.345329,1.764706,-9.153978,0.000000,0.230999,0.138600,1.470588,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:51
40,51.522075,5.866974,51.522075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:52
41,51.522208,5.867181,51.522208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:53
42,51.522071,5.867122,51.522071,2.146729,0.244608,1.250000,-6.484068,0.000000,0.163625,0.098175,1.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:54
43,51.522202,5.867674,51.522202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:55
44,51.522075,5.867664,51.522075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:56
45,51.521935,5.867491,51.521935,1.198174,0.136525,0.697674,-3.619015,0.000000,0.091325,0.054795,0.674419,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:57
46,51.522023,5.867689,51.522023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:58
47,51.522072,5.867670,51.522072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:19:59
48,51.521910,5.867413,51.521910,0.990798,0.112896,0.576923,-2.992647,0.000000,0.075519,0.045311,0.634615,184.788462,-1.009794,91.038553,1.881311,-14.411440,0,2020-09-29 12:20:00
49,51.522152,5.867738,51.522152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:20:01
50,51.522233,5.867760,51.522233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.836364,0.207282,9.098810,0.001545,-1.451375,0,2020-09-29 12:20:02
51,51.522157,5.867721,51.522157,0.903886,0.102993,0.526316,-2.730134,0.000000,0.068895,0.041337,0.614035,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:20:03
52,51.521839,5.867330,51.521839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,451.927536,-1.030626,623.833967,-0.449388,9.267360,0,2020-09-29 12:20:04
53,51.521814,5.867392,51.521814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,441.818182,-0.820913,497.964784,2.306800,-13.260311,0,2020-09-29 12:20:05
54,51.521891,5.867741,51.521891,0.715576,0.081536,0.416667,-2.161356,0.000000,0.054542,0.032725,0.527778,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:20:06
55,51.521802,5.868001,51.521802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 12:20:07
56,51.521756,5.867986,51.521756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.802632,0.223000,5.692674,0.001155,-0.946761,0,2020-09-29 12:20:08
57,51.521294,5.867148,51.521294,0.542331,0.061796,0.315789,-1.638080,0.000000,0.041337,0.024802,0.410526,967.905263,-4.642475,462.841725,3.485227,15.601638,0,2020-09-29 12:20:09
58,51.521614,5.868063,51.521614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.841463,-0.623232,15.060900,0.439833,-2.484339,0,2020-09-29 12:20:10
