,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
10,51.519997,5.858860,19.005375,210.891312,0.000000,0.378286,1.000000,0.000000,0.000000,0.983373,13.036978,1,2020-09-30 09:01:21
11,51.519992,5.858860,19.056251,186.246597,0.000000,0.425869,1.000000,0.000000,0.000000,0.986699,12.934826,1,2020-09-30 09:01:23
82,51.524328,5.865236,60.566819,330.958282,0.000000,1.289122,1.000000,0.000000,0.000000,0.994301,28.715453,1,2020-09-30 09:02:21
84,51.524293,5.865259,60.428598,203.891037,0.000000,0.721884,0.000000,1.000000,0.000000,0.995295,28.583101,1,2020-09-30 09:02:22
95,51.524219,5.865349,60.383081,158.974533,0.000000,0.929102,0.000000,1.000000,0.000000,0.998357,27.989055,1,2020-09-30 09:02:28
99,51.524240,5.865323,60.366220,313.208801,0.000000,0.437773,0.000000,1.000000,0.000000,0.998922,27.770408,1,2020-09-30 09:02:31
101,51.524278,5.865281,60.376640,327.832153,0.000000,1.703854,0.000000,1.000000,0.000000,0.999075,27.664174,1,2020-09-30 09:02:32
103,51.524263,5.865298,60.378132,320.521515,0.000000,0.447276,0.000000,1.000000,0.000000,0.999198,27.560641,1,2020-09-30 09:02:34
105,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:35
107,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:36
109,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:38
111,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:39
112,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:40
113,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:42
114,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:43
115,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:44
116,51.524263,5.865295,60.362402,300.940125,0.000000,0.338512,0.000000,1.000000,0.000000,0.999358,27.459637,1,2020-09-30 09:02:45
132,51.523950,5.864645,55.227218,231.275589,0.000000,11.376233,1.000000,0.000000,0.000000,0.783535,26.079372,1,2020-09-30 09:03:06
133,51.523835,5.864477,53.607397,228.705566,0.000000,12.674525,1.000000,0.000000,0.000000,0.826792,26.091186,1,2020-09-30 09:03:08
134,51.523724,5.864290,51.852500,228.096619,0.000000,13.324986,1.000000,0.000000,0.000000,0.861431,26.246641,1,2020-09-30 09:03:09
135,51.523615,5.864106,50.142211,227.554565,0.000000,13.343001,1.000000,0.000000,0.000000,0.889145,26.802071,1,2020-09-30 09:03:10
136,51.523498,5.863932,48.433873,225.865387,0.000000,13.412679,1.000000,0.000000,0.000000,0.911315,27.341836,1,2020-09-30 09:03:12
137,51.523362,5.863775,46.726945,222.233368,0.000000,13.649563,1.000000,0.000000,0.000000,0.929049,27.764318,1,2020-09-30 09:03:13
138,51.523203,5.863640,45.043076,216.953995,0.000000,14.117703,1.000000,0.000000,0.000000,0.943232,28.159255,1,2020-09-30 09:03:14
139,51.523077,5.863471,43.372069,218.118011,0.000000,14.113769,1.000000,0.000000,0.000000,0.954585,28.088604,1,2020-09-30 09:03:16
140,51.522985,5.863262,41.677062,224.316772,0.000000,13.898464,1.000000,0.000000,0.000000,0.963654,27.873284,1,2020-09-30 09:03:17
141,51.522884,5.863071,40.065717,226.111023,0.000000,13.519108,1.000000,0.000000,0.000000,0.970921,27.703108,1,2020-09-30 09:03:18
142,51.522785,5.862880,38.488447,227.421783,0.000000,13.318152,1.000000,0.000000,0.000000,0.976735,27.529592,1,2020-09-30 09:03:20
143,51.522663,5.862716,36.929630,225.055588,0.000000,13.247573,1.000000,0.000000,0.000000,0.981385,27.377153,1,2020-09-30 09:03:21
144,51.522526,5.862565,35.371509,221.854279,0.000000,13.400881,1.000000,0.000000,0.000000,0.985095,27.233189,1,2020-09-30 09:03:22
145,51.522367,5.862430,33.810191,217.091461,0.000000,13.799085,0.000000,1.000000,0.000000,0.988037,27.199090,1,2020-09-30 09:03:23
146,51.522195,5.862302,32.227484,212.860962,0.000000,14.419752,0.000000,1.000000,0.000000,0.990412,27.186755,1,2020-09-30 09:03:25
147,51.522046,5.862157,30.734561,212.332474,0.000000,14.550137,0.000000,1.000000,0.000000,0.992329,27.138414,1,2020-09-30 09:03:26
149,51.521925,5.861993,29.274348,215.267654,0.000000,14.113175,0.000000,1.000000,0.000000,0.993860,27.133244,1,2020-09-30 09:03:27
150,51.521832,5.861816,27.864175,220.581573,0.000000,13.226806,1.000000,0.000000,0.000000,0.995077,26.991358,1,2020-09-30 09:03:29
151,51.521735,5.861644,26.499532,223.754181,0.000000,12.705046,1.000000,0.000000,0.000000,0.996058,26.843718,1,2020-09-30 09:03:30
152,51.521611,5.861483,25.177346,221.367767,0.000000,13.036005,1.000000,0.000000,0.000000,0.996846,26.703883,1,2020-09-30 09:03:31
153,51.521501,5.861319,23.916941,221.927353,0.000000,12.826616,1.000000,0.000000,0.000000,0.997476,26.569059,1,2020-09-30 09:03:33
154,51.521409,5.861152,22.705661,225.048569,0.000000,12.245637,1.000000,0.000000,0.000000,0.997979,26.432655,1,2020-09-30 09:03:34
155,51.521263,5.860996,21.611988,218.218582,0.000000,13.333253,1.000000,0.000000,0.000000,0.998363,26.301098,1,2020-09-30 09:03:35
156,51.521102,5.860829,20.607664,215.576279,0.000000,14.909781,1.000000,0.000000,0.000000,0.998672,26.173075,1,2020-09-30 09:03:37
157,51.520964,5.860663,19.771548,216.301971,0.000000,14.619059,1.000000,0.000000,0.000000,0.998937,26.049123,1,2020-09-30 09:03:38
158,51.520849,5.860502,19.077577,218.880341,0.000000,13.676401,1.000000,0.000000,0.000000,0.999138,25.929331,1,2020-09-30 09:03:39
159,51.520741,5.860341,18.534215,221.230408,0.000000,12.944897,1.000000,0.000000,0.000000,0.999307,25.811057,1,2020-09-30 09:03:41
160,51.520608,5.860167,18.217496,219.713623,0.000000,13.663063,1.000000,0.000000,0.000000,0.999444,25.695478,1,2020-09-30 09:03:42
161,51.520608,5.860167,18.217496,219.713623,0.000000,13.663063,1.000000,0.000000,0.000000,0.999444,25.695478,1,2020-09-30 09:03:43
162,51.520355,5.859799,18.139972,222.168610,0.000000,14.095530,1.000000,0.000000,0.000000,0.982503,25.582764,1,2020-09-30 09:03:44
163,51.520241,5.859621,18.352301,224.667145,0.000000,13.434787,1.000000,0.000000,0.000000,0.985996,25.474017,1,2020-09-30 09:03:46
164,51.520124,5.859446,18.878794,223.151886,0.000000,13.350091,1.000000,0.000000,0.000000,0.988796,25.367226,1,2020-09-30 09:03:47
165,51.520043,5.859407,19.533475,212.346039,0.000000,9.931930,1.000000,0.000000,0.000000,0.989988,25.262664,1,2020-09-30 09:03:48
166,51.520043,5.859407,19.533475,212.346039,0.000000,9.931930,1.000000,0.000000,0.000000,0.989988,25.262664,1,2020-09-30 09:03:50
167,51.519886,5.859134,20.456282,222.338684,0.000000,14.770954,1.000000,0.000000,0.000000,0.987964,25.161388,1,2020-09-30 09:03:51
168,51.519759,5.858909,21.443561,227.999481,0.000000,15.275386,0.000000,1.000000,0.000000,0.990327,25.062555,1,2020-09-30 09:03:52
169,51.520070,5.861892,31.135534,250.790283,0.000000,9.197649,1.000000,0.000000,0.000000,0.999360,21.801672,1,2020-09-30 09:03:52
170,51.519639,5.858695,22.601361,228.107285,0.000000,15.066116,0.000000,1.000000,0.000000,0.992261,24.970180,1,2020-09-30 09:03:54
171,51.520025,5.861726,30.396259,248.636215,0.000000,9.237137,1.000000,0.000000,0.000000,0.999488,21.783995,1,2020-09-30 09:03:54
172,51.519523,5.858529,23.812761,224.717087,0.000000,13.887350,1.000000,0.000000,0.000000,0.993791,24.883989,1,2020-09-30 09:03:55
173,51.519980,5.861558,29.707996,247.525314,0.000000,9.382139,1.000000,0.000000,0.000000,0.999590,21.971305,1,2020-09-30 09:03:55
174,51.519410,5.858356,25.050400,224.509293,0.000000,13.389632,1.000000,0.000000,0.000000,0.995032,24.796617,1,2020-09-30 09:03:56
175,51.519935,5.861390,29.062372,247.473236,0.000000,9.474730,1.000000,0.000000,0.000000,0.999672,22.364953,1,2020-09-30 09:03:56
176,51.519298,5.858181,26.333968,224.402512,0.000000,13.276362,1.000000,0.000000,0.000000,0.996026,24.758744,1,2020-09-30 09:03:58
177,51.519898,5.861216,28.406656,249.490265,0.000000,9.593616,1.000000,0.000000,0.000000,0.999738,22.300075,1,2020-09-30 09:03:58
178,51.519204,5.858069,27.425757,223.065887,0.000000,10.868340,1.000000,0.000000,0.000000,0.996771,24.676237,1,2020-09-30 09:03:59
179,51.519857,5.861035,27.770952,250.417053,0.000000,9.891059,1.000000,0.000000,0.000000,0.999790,22.336349,1,2020-09-30 09:03:59
180,51.519204,5.858069,27.425757,223.065887,0.000000,10.868340,1.000000,0.000000,0.000000,0.996771,24.676237,1,2020-09-30 09:04:00
181,51.519820,5.860847,27.134251,252.460938,0.000000,10.163842,1.000000,0.000000,0.000000,0.999832,22.260987,1,2020-09-30 09:04:00
182,51.519154,5.858033,28.084247,229.703766,0.000000,3.600074,1.000000,0.000000,0.000000,0.979688,24.588900,1,2020-09-30 09:04:02
183,51.519778,5.860648,26.552288,252.234650,0.000000,10.563416,1.000000,0.000000,0.000000,0.999865,22.168494,1,2020-09-30 09:04:02
184,51.519154,5.858052,28.056185,287.587463,0.000000,1.089939,1.000000,0.000000,0.000000,0.983011,24.503228,1,2020-09-30 09:04:03
185,51.519725,5.860442,26.106951,249.012604,0.000000,11.000317,1.000000,0.000000,0.000000,0.999891,22.080956,1,2020-09-30 09:04:03
186,51.519149,5.858035,28.105969,244.612640,0.000000,1.129271,1.000000,0.000000,0.000000,0.986389,24.419633,1,2020-09-30 09:04:04
