,datetime(utc),total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
0,2020-09-30 08:38:43,1601455123.0,,411129.0,-19.05921936,928.62304688,0.62282462,-104.02669169,,51.5236215884,5.864630291499999,89.40303303799999,213.80693028688,-2.44294977816,10.1509732972,-26.06682284544,0.60109206864,,,,,,,,,
1,2020-09-30 08:38:44,1601455124.0,,,,,,,,51.523700164919354,5.86464843578629,90.18612886758063,220.47342356225806,-3.610511801451613,10.20532607967742,-25.840624347580643,0.6009593587096774,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
2,2020-09-30 08:38:45,1601455125.0,,,,,,,,51.52367614410853,5.864560373779069,90.43847606527132,220.8831612051938,-3.149089656356589,9.839795695271318,-25.90634397744186,0.5827199611627907,,,,,,,,,
3,2020-09-30 08:38:46,1601455126.0,,,,,,,,51.52372545733607,5.8644872662909835,88.74417135311475,221.86704789688525,-4.733498885491803,10.250727530327868,-25.322034272540982,0.5802317236885246,,,,,,,,,
4,2020-09-30 08:38:47,1601455127.0,,,,,,,,51.52376278228346,5.864477316279527,88.03905751291339,218.41663889677164,-3.421294402992126,10.289814375905513,-25.498705856141733,0.5671932275590551,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
5,2020-09-30 08:38:48,1601455128.0,,,,,,,,51.52369074589431,5.864511344227642,85.45091574430894,213.4654939004878,-3.030007541300813,10.475056901219512,-25.48044052691057,0.5784370328455284,,,,,,,,,
6,2020-09-30 08:38:49,1601455129.0,,,,,,,,51.52368256844538,5.86443027552521,84.96726755689075,212.3404793192437,-2.786001272857143,10.428248803025209,-25.654722550336132,0.5932641260504202,,,,,,,,,
7,2020-09-30 08:38:50,1601455130.0,,411977.0,-9.87259674,350.83352661,-0.16881115,53.47330268,,51.523560358487394,5.8645323706302515,83.59581637092437,211.20976298663865,-1.457078050840336,10.45818901647059,-25.79832067352941,0.5884139067226891,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
8,2020-09-30 08:38:51,1601455131.0,,412103.0,-5.4207077,835.59606934,0.66967006,-103.25271618,,51.52354828236434,5.86450260998062,86.74726836100774,212.44150578418603,-2.320863252248062,10.192731131705427,-25.84257504372093,0.5468745912403101,,,,,,,,,
9,2020-09-30 08:38:52,1601455132.0,,405401.0,-9.478508,824.95343018,1.26722229,-103.34614262,,51.52356360193799,5.86455931875969,84.25883584860465,213.08107608992248,-2.509006842635659,10.736173649844963,-25.773419756899223,0.5721031023255814,,,,,,,,,
10,2020-09-30 08:38:53,1601455133.0,,412349.0,-11.44007111,813.87402344,0.8244375,-102.36588017,,51.52361388639098,5.864554906428571,82.59561170759397,207.7379937500752,-2.770256272030075,10.551948045338346,-25.677658081052634,0.5703290345864661,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
11,2020-09-30 08:38:54,1601455134.0,,405618.0,-14.19389343,802.56793213,1.16014328,-101.86826766,,51.52360170171756,5.864784196011451,82.51182329709924,209.31142879832063,-2.8540931185496183,10.477601458015267,-25.51707452679389,0.5784852751145039,,,,,,,,,
12,2020-09-30 08:38:55,1601455135.0,,412591.0,-8.58230591,790.9699707000002,0.64520192,-102.04272056,,51.52361944723881,5.864698829347015,80.7500349033582,207.57226630873134,-3.229750883880597,10.943677061716418,-25.435519659402985,0.5848750586567164,,,,,,,,,
13,2020-09-30 08:38:56,1601455136.0,,,,,,,,51.52356537591912,5.864829090808823,79.77100136294118,199.09129856529412,-2.8671145395588233,11.093185759485294,-24.923412014411763,0.5824639134558823,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
14,2020-09-30 08:38:57,1601455137.0,,,,,,,,51.523550255620435,5.864776936040146,79.23310710846715,204.6894322059124,-3.2147497764233575,10.52945525080292,-24.817456488540145,0.5832871045985402,,,,,,,,,
15,2020-09-30 08:38:58,1601455138.0,,,,,,,,51.523477206604475,5.864862175708955,77.84114205791045,201.31651551350748,-3.2256264154477616,10.64844162716418,-24.81169751813433,0.6056753200746269,,,,,,,,,
16,2020-09-30 08:38:59,1601455139.0,,,,,,,,51.523455488623185,5.864993346811594,76.22716968173913,205.73123025905795,-4.205480697971014,10.228027454855072,-24.81337035891304,0.6016990560869566,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
17,2020-09-30 08:39:00,1601455140.0,,406280.0,-10.38718414,733.08795166,0.94447151,-99.70061315,,51.523382120693434,5.865062214854015,75.21578340788321,204.82351788372262,-4.665133982919708,9.837939799927009,-24.864325975766423,0.620656010729927,,,,,,,,,
18,2020-09-30 08:39:01,1601455141.0,,413298.0,-4.15502167,721.62780762,0.26475868,-99.01140347,,51.52346923204225,5.865244780686619,75.95094139063382,203.84124225767604,-3.917345248450704,9.794613553661971,-25.24997187330986,0.6116188519014084,,,,,,,,,
19,2020-09-30 08:39:02,1601455142.0,,406521.0,-4.40087128,710.23626709,1.29499938,-98.96430955,,51.523522270104166,5.865318972968749,75.12588773784722,202.46113723118054,-3.5362178879861115,9.967660689999999,-25.230436192291666,0.6209862745833333,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
20,2020-09-30 08:39:03,1601455143.0,,,,,,,,51.52350688225352,5.865346696742957,75.66679050105634,206.56470901697182,-3.0440428428873236,9.636607602042254,-25.27644941838028,0.6313159385211268,,,,,,,,,
21,2020-09-30 08:39:04,1601455144.0,,,,,,,,51.523530159787235,5.8654651605851065,74.84839885744681,211.80970132078014,-4.050087236099291,9.831819162765957,-25.20999462035461,0.6338109807801419,,,,,,,,,
22,2020-09-30 08:39:05,1601455145.0,,413793.0,-10.35659027,676.753479,1.13133002,-97.15992172,,51.52352404248227,5.865526117304964,73.31656829219858,205.02106688014186,-2.7765112227659574,10.049379287375887,-25.264501016950355,0.6409905764539007,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
23,2020-09-30 08:39:06,1601455146.0,,407023.0,-13.1639328,665.62030029,0.98923636,-96.35345096,,51.523521132326394,5.865523784739583,75.14273340555556,207.3117104740278,-2.254184638402778,9.953011910347222,-25.374320798680557,0.6269063780555555,,,,,,,,,
24,2020-09-30 08:39:07,1601455147.0,,414030.0,-8.5412674,654.46282959,2.70289176,-95.51525951,,51.52348022288591,5.8654948604697985,75.58278633651007,208.3581305190604,-2.0788196148993285,10.353892619328859,-25.56361204852349,0.6179061612751678,,,,,,,,,
25,2020-09-30 08:39:08,1601455148.0,,414265.0,2.62890625,255.37628174,0.20063906,42.12042663,,51.52341484741496,5.865521028792517,75.44511170006804,209.34281669639458,-0.3723602180272108,10.44465797442177,-25.672203115986395,0.6353463330612245,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
26,2020-09-30 08:39:09,1601455149.0,,,,,,,,51.523383810503354,5.8654031764765096,78.66181358060403,205.46277930738256,0.36325199724832236,10.541611304563757,-25.56176442919463,0.6299744252348993,,,,,,,,,
27,2020-09-30 08:39:10,1601455150.0,,408034.1857142857,-7.088925171142857,2983.12396807,6.6641875801428565,-66.834167149,,51.52346813719594,5.865309682043918,78.42744450425675,200.59779250425677,-0.9757753672972974,10.502964486891893,-25.560204918243244,0.6374203441891891,,,,,,,,,
28,2020-09-30 08:39:11,1601455151.0,,411571.0,1.45360565,425.80288696499997,0.542172295,-26.065303545,,51.523474190751635,5.8654539694281045,81.84784568496733,197.18027343117646,-1.548479594901961,10.621835673464052,-26.121773239673203,0.6258936454901961,51.52147,5.87056833,31.0,-155.77670288,0.0,2.007128685,1.57079637,100.0,
