TrackDateTimeUTC,TrackID,TrackPositionLatitude,TrackPositionLongitude,TrackPositionAltitude,TrackPositionSpeed,TrackClassification,TrackIdentification,TrackSource
2020-09-29 13:00:09,0,51.520279,5.861073,31.382947,9.480962,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:09,0,51.520279,5.861073,31.382947,9.480962,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:09,0,51.520279,5.861073,31.382947,9.480962,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:11,0,51.520284,5.858841,31.873508,10.241616,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:13,2,51.520284,5.858841,31.873508,10.241616,Mavic Pro,DRONE,Alvira
2020-09-29 13:00:16,2,51.520284,5.858841,31.873508,10.241616,Mavic Pro,DRONE,Alvira
2020-09-29 13:00:16,2,51.520284,5.858841,31.873508,10.241616,Mavic Pro,DRONE,Alvira
2020-09-29 13:00:17,0,51.520284,5.858841,31.873508,10.241616,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:20,0,51.520284,5.858841,31.873508,10.241616,UNKNOWN,UNKNOWN,Alvira
2020-09-29 13:00:22,0,51.519680,5.857992,47.635949,10.900965,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:24,0,51.519680,5.857992,76.572799,10.949770,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:24,0,51.519680,5.857992,76.572799,10.949770,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:25,2,51.521185,5.862247,49.712452,11.299025,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:26,0,51.519691,5.857994,49.862062,10.900965,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:29,0,51.519680,5.857992,50.396885,10.960342,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:30,0,51.519680,5.857992,53.465602,10.969880,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:30,0,51.519680,5.857992,53.465602,10.969880,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:30,0,51.519680,5.857992,53.465602,10.969880,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:31,0,51.519680,5.857992,55.117955,10.969880,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:33,0,51.519663,5.857722,52.642640,10.706971,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:33,0,51.519663,5.857722,52.642640,10.706971,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:33,0,51.519663,5.857722,52.642640,10.706971,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:34,0,51.519644,5.857961,59.291904,10.929055,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:36,0,51.520295,5.861273,81.297462,13.707965,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:36,0,51.520295,5.861273,81.297462,13.707965,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:36,0,51.520295,5.861273,81.297462,13.707965,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:39,2,51.521157,5.862072,50.485242,10.884214,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:40,0,51.519663,5.857722,75.901918,10.706971,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,0,51.520255,5.860694,48.803332,11.156328,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:42,0,51.520255,5.860694,48.803332,11.156328,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,0,51.520255,5.860694,48.803332,11.156328,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:42,0,51.520255,5.860694,48.803332,11.156328,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,2,51.520255,5.860694,48.803332,11.156328,Mavic Pro,DRONE,Arcus
2020-09-29 13:00:42,0,51.520255,5.860694,48.803332,11.156328,UNKNOWN,UNKNOWN,Arcus
2020-09-29 13:00:44,0,51.519691,5.857994,53.812442,10.955573,UNKNOWN,UNKNOWN,Arcus
