TrackDateTimeUTC,TrackID,TrackPositionLatitude,TrackPositionLongitude,TrackPositionAltitude,TrackPositionSpeed,TrackClassification,TrackIdentification,TrackSource
2020-09-30 12:00:40,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:41,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:41,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:41,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:41,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:42,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:43,2,51.519638,5.859048,52.001472,10.226070,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:44,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:44,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:44,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:44,2,51.519750,5.859391,52.001472,10.373231,Mavic Pro,DRONE,Arcus
2020-09-30 12:00:47,2,51.520006,5.859955,46.985732,9.903656,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:47,2,51.520006,5.859955,46.985732,9.903656,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:49,2,51.520042,5.859947,45.140424,9.937268,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:50,2,51.520042,5.859947,45.140424,9.935148,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:50,2,51.520042,5.859947,45.140424,9.935148,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:50,2,51.520042,5.859947,45.140424,9.935148,Mavic Pro,DRONE,Alvira
2020-09-30 12:00:51,0,51.519750,5.859391,49.585082,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:51,0,51.519750,5.859391,49.585082,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:51,0,51.519750,5.859391,49.585082,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:51,0,51.519750,5.859391,49.585082,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:53,0,51.519750,5.859391,48.494762,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:53,0,51.519750,5.859391,48.494762,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:53,0,51.519750,5.859391,48.494762,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:56,0,51.519750,5.859391,48.632642,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:56,0,51.519750,5.859391,48.632642,10.373231,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:00:59,2,51.520038,5.859994,45.450302,9.990769,Mavic Pro,DRONE,Alvira
2020-09-30 12:01:01,0,51.519750,5.859391,51.688592,10.249154,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:01,0,51.519750,5.859391,51.688592,10.249154,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:01,0,51.519750,5.859391,51.688592,10.249154,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:02,0,51.519886,5.860325,56.404287,13.561682,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:02,0,51.519886,5.860325,56.404287,13.561682,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:02,0,51.519886,5.860325,56.404287,13.561682,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:03,0,51.519667,5.859230,50.311834,10.997846,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:03,0,51.519667,5.859230,50.311834,10.997846,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:03,0,51.519667,5.859230,50.311834,10.997846,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:05,0,51.520223,5.860786,61.207625,9.531479,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:06,2,51.519993,5.861917,46.829392,10.047749,Mavic Pro,DRONE,Alvira
2020-09-30 12:01:08,0,51.520793,5.863399,49.038849,10.431584,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:09,0,51.520523,5.862555,58.015751,10.258625,UNKNOWN,UNKNOWN,Arcus
2020-09-30 12:01:09,0,51.520523,5.862555,58.015751,10.258625,UNKNOWN,UNKNOWN,Arcus
