TrackDateTimeUTC,TrackID,TrackPositionLatitude,TrackPositionLongitude,TrackPositionAltitude,TrackPositionSpeed,TrackClassification,TrackIdentification,TrackSource
2020-09-29 12:29:00,0,51.519603,5.858967,50.673094,11.835238,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:00,0,51.519603,5.858967,50.673094,11.835238,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:00,0,51.519603,5.858967,50.673094,11.835238,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:01,1,51.520193,5.860476,49.764437,13.313135,Mavic 2,DRONE,Arcus
2020-09-29 12:29:02,1,51.520196,5.859223,51.449051,10.650839,Mavic 2,DRONE,Arcus
2020-09-29 12:29:02,1,51.520196,5.859223,51.449051,10.650839,Mavic 2,DRONE,Arcus
2020-09-29 12:29:02,1,51.520196,5.859223,51.449051,10.650839,Mavic 2,DRONE,Arcus
2020-09-29 12:29:03,4,51.520548,5.861722,49.786822,11.341534,Professional V2,DRONE,Arcus
2020-09-29 12:29:03,0,51.520548,5.861722,49.786822,11.341534,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:06,1,51.520342,5.859548,50.257552,10.591518,Mavic 2,DRONE,Arcus
2020-09-29 12:29:06,1,51.520342,5.859548,50.257552,10.591518,Mavic 2,DRONE,Arcus
2020-09-29 12:29:06,1,51.520342,5.859548,50.257552,10.591518,Mavic 2,DRONE,Arcus
2020-09-29 12:29:09,1,51.517598,5.852252,79.401226,11.091780,Mavic 2,DRONE,Arcus
2020-09-29 12:29:09,1,51.517598,5.852252,79.401226,11.091780,Mavic 2,DRONE,Arcus
2020-09-29 12:29:09,1,51.517598,5.852252,79.401226,11.091780,Mavic 2,DRONE,Arcus
2020-09-29 12:29:12,0,51.516708,5.849615,70.819549,15.861940,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:12,0,51.516708,5.849615,70.819549,15.861940,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:14,1,51.518429,5.855703,68.073112,14.384205,Mavic 2,DRONE,Arcus
2020-09-29 12:29:14,1,51.518429,5.855703,68.073112,14.384205,Mavic 2,DRONE,Arcus
2020-09-29 12:29:14,1,51.518429,5.855703,68.073112,14.384205,Mavic 2,DRONE,Arcus
2020-09-29 12:29:15,1,51.516795,5.850554,69.806012,15.631549,Mavic 2,DRONE,Arcus
2020-09-29 12:29:15,1,51.516795,5.850554,69.806012,15.631549,Mavic 2,DRONE,Arcus
2020-09-29 12:29:15,1,51.516795,5.850554,69.806012,15.631549,Mavic 2,DRONE,Arcus
2020-09-29 12:29:18,1,51.516883,5.850922,71.160952,15.227168,Mavic 2,DRONE,Arcus
2020-09-29 12:29:22,0,51.517089,5.851716,62.734664,15.557767,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:22,0,51.517089,5.851716,62.734664,15.557767,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:22,0,51.517089,5.851716,62.734664,15.557767,UNKNOWN,UNKNOWN,Arcus
2020-09-29 12:29:23,1,51.517140,5.851710,60.300773,15.758888,Mavic 2,DRONE,Arcus
2020-09-29 12:29:23,1,51.517140,5.851710,60.300773,15.758888,Mavic 2,DRONE,Arcus
2020-09-29 12:29:24,1,51.519656,5.858681,51.027692,10.540893,Mavic 2,DRONE,Arcus
2020-09-29 12:29:24,1,51.519656,5.858681,51.027692,10.540893,Mavic 2,DRONE,Arcus
2020-09-29 12:29:27,1,51.516662,5.851163,54.485448,9.414745,Mavic 2,DRONE,Arcus
2020-09-29 12:29:27,1,51.516662,5.851163,54.485448,9.414745,Mavic 2,DRONE,Arcus
