TrackDateTimeUTC,TrackID,TrackPositionLatitude,TrackPositionLongitude,TrackPositionAltitude,TrackPositionSpeed,TrackClassification,TrackIdentification,TrackSource
2020-09-29 14:12:20,0,51.520295,5.859319,80.025999,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:20,0,51.520295,5.859319,80.025999,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:22,0,51.520295,5.859319,79.847710,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:22,0,51.520295,5.859319,79.847710,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:25,0,51.520295,5.859319,79.945620,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:28,0,51.519853,5.858883,71.546624,10.060783,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:32,0,51.520295,5.859319,69.512764,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:32,0,51.520295,5.859319,69.512764,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:34,0,51.520295,5.859319,79.497444,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:37,0,51.520295,5.859319,71.075877,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:41,0,51.520295,5.859319,80.248120,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:41,0,51.520295,5.859319,80.248120,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:42,0,51.520208,5.859429,75.958043,11.597136,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:42,0,51.520208,5.859429,75.958043,11.597136,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:42,0,51.520208,5.859429,75.958043,11.597136,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:42,0,51.520208,5.859429,75.958043,11.597136,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:43,0,51.520270,5.859278,79.459240,10.124260,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:46,0,51.520295,5.859319,79.277322,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:49,0,51.520295,5.859319,77.829190,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:53,0,51.520295,5.859319,78.032746,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:53,0,51.520295,5.859319,78.032746,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:55,0,51.520295,5.859319,71.062054,10.067928,UNKNOWN,UNKNOWN,Arcus
2020-09-29 14:12:58,3,51.520295,5.859319,79.584977,10.067928,Parrot,FIXED_WING,Arcus
