,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Latitude,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,LABEL,datetime(utc)
0,51.521697,5.867636,51.521697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 13:18:19
1,51.521331,5.866159,51.521331,0.644019,0.073382,0.375000,-1.946453,0.000000,0.041452,0.047997,1.250000,22706.900000,-2.498201,109.044122,0.434441,1.142006,0,2020-09-29 13:18:23
2,51.520935,5.864965,51.520935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61715.302083,-0.940318,852.571196,1.258576,12.061222,2,2020-09-29 13:18:28
3,51.521872,5.867386,51.521872,0.715576,0.081536,0.416667,-2.162726,0.000000,0.046057,0.053330,1.388889,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 13:18:32
4,51.521879,5.867239,51.521879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-29 13:18:36
5,51.520983,5.864538,51.520983,0.515215,0.058706,0.300000,-1.557163,0.000000,0.033161,0.038397,1.000000,66401.820000,-4.516792,597.030668,-1.146851,-41.930556,2,2020-09-29 13:18:44
6,51.521986,5.867667,51.521986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3198.480519,0.091490,6.920340,0.007668,-1.087909,0,2020-09-29 13:18:46
7,51.519775,5.860946,51.519775,0.243026,0.027691,0.141509,-0.734511,0.000000,0.015642,0.018112,0.471698,157813.264151,-10.192587,1241.486150,4.716551,18.992082,1,2020-09-29 13:18:47
8,51.521901,5.867507,51.521901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8966.240506,0.005287,112.362614,0.116820,0.131060,0,2020-09-29 13:18:48
9,51.521960,5.867629,51.521960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2922.544304,0.096867,5.912742,0.000789,-0.977258,0,2020-09-29 13:18:49
10,51.520006,5.861731,51.520006,0.286230,0.032614,0.166667,-0.865090,0.000000,0.018423,0.021332,0.555556,136312.150000,-6.166349,1257.895911,5.428686,19.037337,1,2020-09-29 13:18:50
11,51.521859,5.867444,51.521859,0.628311,0.071593,0.365854,-1.898979,0.000000,0.040441,0.046826,1.219512,2823.170732,0.165294,4.802343,0.000539,-0.819410,0,2020-09-29 13:18:53
12,51.521842,5.867174,51.521842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6234.675325,0.082387,65.081965,0.034128,-0.047438,0,2020-09-29 13:18:58
13,51.521602,5.866861,51.521602,0.652171,0.074311,0.379747,-1.971092,0.000000,0.041976,0.048604,1.265823,6092.582278,0.098810,8.390713,0.014155,-2.635792,0,2020-09-29 13:19:02
14,51.521498,5.866463,51.521498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21433.032258,-2.893063,17.495111,0.191272,-2.069205,0,2020-09-29 13:19:06
