,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Latitude,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,LABEL,datetime(utc)
0,51.524100,5.862488,51.524100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-30 09:01:09
1,51.524377,5.861913,51.524377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2452.722222,-0.009881,0.027556,0.120635,-0.119083,0,2020-09-30 09:01:13
2,51.523292,5.862646,51.523292,0.183350,0.020892,0.110320,-0.554365,0.000000,0.014286,0.011180,0.355872,95696.953737,-0.797759,393.574280,-0.622526,-9.796634,0,2020-09-30 09:01:17
3,51.522075,5.863140,51.522075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187879.873112,-0.954322,857.660889,-1.094281,-16.229614,2,2020-09-30 09:01:22
4,51.519612,5.858948,51.519612,2.576074,0.293528,1.550000,-7.788835,0.000000,0.200713,0.157080,5.000000,706413.250000,-3.303685,3284.408942,-3.912032,-65.846102,1,2020-09-30 09:01:26
5,51.523721,5.862715,51.523721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2215.111702,-0.013632,2.159539,0.001536,-0.271022,0,2020-09-30 09:01:30
6,51.523455,5.862696,51.523455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66006.465228,-0.604846,255.443408,-0.381731,-6.811569,0,2020-09-30 09:01:34
7,51.522296,5.863830,51.522296,0.163560,0.018637,0.098413,-0.494529,0.000000,0.012744,0.009973,0.317460,124657.746032,-0.719250,522.894235,-0.689629,-11.378586,0,2020-09-30 09:01:38
8,51.522782,5.863927,51.522782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-30 09:01:43
9,51.522896,5.863874,51.522896,0.230007,0.026208,0.138393,-0.695432,0.000000,0.017921,0.014025,0.446429,7616.937500,-0.111098,2.978848,-0.014640,-0.951509,0,2020-09-30 09:01:47
10,51.522872,5.864016,51.522872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-30 09:01:51
11,51.522940,5.865417,51.522940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5582.379085,-0.038167,3.681497,0.005336,-0.677637,0,2020-09-30 09:01:55
12,51.522915,5.864860,51.522915,0.376069,0.042851,0.226277,-1.137056,0.000000,0.029301,0.022931,0.729927,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-30 09:01:59
13,51.523135,5.864584,51.523135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18555.683824,-0.043171,14.018476,0.026897,-2.024351,0,2020-09-30 09:02:04
14,51.523049,5.864225,51.523049,0.365400,0.041635,0.219858,-1.104799,0.000000,0.028470,0.022281,0.709220,0.000000,0.000000,0.000000,0.000000,0.000000,0,2020-09-30 09:02:08
15,51.523059,5.864364,51.523059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11786.629371,-0.225048,6.178586,0.040781,-1.146949,0,2020-09-30 09:02:12
16,51.523088,5.864052,51.523088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6200.492647,-0.062957,2.741365,0.004728,-0.760719,0,2020-09-30 09:02:16
17,51.522534,5.863323,51.522534,0.352887,0.040209,0.212329,-1.066964,0.000000,0.027495,0.021518,0.684932,86724.952055,-0.767279,265.891874,-0.543495,-4.327732,0,2020-09-30 09:02:20
18,51.522864,5.864104,51.522864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13215.776923,-0.253500,5.794040,0.069776,-1.171018,0,2020-09-30 09:02:25
19,51.522845,5.863637,51.522845,0.408901,0.046592,0.246032,-1.236323,0.000000,0.031859,0.024933,0.793651,40937.888889,-0.406779,89.726301,-0.060187,-2.765733,0,2020-09-30 09:02:29
20,51.523280,5.863593,51.523280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6327.580882,-0.182131,1.849210,0.056004,-0.724052,0,2020-09-30 09:02:33
21,51.523149,5.863539,51.523149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12049.545455,-0.241188,4.985631,0.062628,-1.050883,0,2020-09-30 09:02:37
