,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Latitude,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,LABEL,datetime(utc)
0,51.522164,5.868320,51.522164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:58:33
1,51.522133,5.868397,51.522133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:58:37
2,51.522093,5.868505,51.522093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:58:46
3,51.522075,5.868531,51.522075,0.281538,0.032080,0.163934,-0.850370,0.000000,0.021459,0.012875,0.546448,2007.557377,0.086903,2.078622,0.000431,-0.346626,1,2020-09-29 11:58:50
4,51.522081,5.868671,51.522081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4113.513966,-0.278319,1.972852,0.167468,-0.611990,1,2020-09-29 11:58:54
5,51.522099,5.868567,51.522099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:58:58
6,51.522029,5.868565,51.522029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:03
7,51.521975,5.868454,51.521975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26985.834862,-1.150320,158.642415,0.118812,-1.348083,1,2020-09-29 11:59:07
8,51.522132,5.868635,51.522132,0.271166,0.030898,0.157895,-0.819040,0.000000,0.020668,0.012401,0.526316,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:11
9,51.522018,5.868659,51.522018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:15
10,51.521998,5.868401,51.521998,0.264213,0.030106,0.153846,-0.798039,0.000000,0.020138,0.012083,0.512821,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:20
11,51.521882,5.868235,51.521882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:24
12,51.521956,5.868194,51.521956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2012.893048,-0.395145,0.019138,0.037811,0.070227,1,2020-09-29 11:59:28
13,51.521903,5.868134,51.521903,0.265575,0.030261,0.154639,-0.802153,0.000000,0.020242,0.012145,0.515464,9729.912371,-0.198399,63.797190,0.507098,-2.862568,1,2020-09-29 11:59:32
14,51.522090,5.868111,51.522090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:37
15,51.522197,5.868455,51.522197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:45
16,51.522239,5.868353,51.522239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1744.046083,-0.099158,1.906651,0.036020,-0.358742,1,2020-09-29 11:59:49
17,51.522227,5.868387,51.522227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 11:59:54
18,51.522184,5.868304,51.522184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1809.523585,-0.144841,1.549807,0.044957,-0.288808,1,2020-09-29 11:59:58
19,51.522121,5.868128,51.522121,0.243026,0.027691,0.141509,-0.734045,0.000000,0.018524,0.011114,0.471698,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:00:02
20,51.522128,5.868094,51.522128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:00:06
21,51.520507,5.865864,51.520507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:00:08
22,51.522091,5.868361,51.522091,0.227971,0.025976,0.132743,-0.688574,0.000000,0.017376,0.010426,0.442478,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:01:02
23,51.522151,5.868397,51.522151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:01:06
24,51.522128,5.868246,51.522128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:01:10
25,51.522093,5.868068,51.522093,0.224985,0.025636,0.131004,-0.679553,0.000000,0.017148,0.010289,0.436681,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:01:14
26,51.522064,5.868034,51.522064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2020-09-29 12:01:19
27,51.522058,5.868085,51.522058,0.127528,0.014531,0.074257,-0.385192,0.000000,0.009720,0.005832,0.247525,996.336634,-0.053523,0.580527,0.033129,-0.152151,1,2020-09-29 12:01:23
28,51.522050,5.868184,51.522050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2067.543590,-0.093982,1.288598,0.064979,-0.349333,1,2020-09-29 12:01:27
