,datetime(utc),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE
0,2020-09-30 08:38:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,190.5,1601455124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52257021971988,5.862716379453125,87.36781234046875,213.5836290759375,-3.49768330765625,9.8864096396875,-25.03310483671875,0.58217937875,0.402511484375,0.045863815078125,0.2421875,-1.21700549125,0.0,0.031361385703125,0.02454369328125,0.78125,0.9921875,0.0,0.0078125,0.03125,0.3828125,0.015625,0.5703125,0.0,0.0,0.0,1.0,0.0,0.0
1,2020-09-30 08:38:48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,703.0,703.0,1601455128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52257021971988,5.86271683392,84.0837010924,210.05004599808,-2.98152742064,10.3074559908,-25.07275347848,0.56918204032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016,0.432,0.016,0.536,0.0,0.0,0.0,1.0,0.0,0.0
2,2020-09-30 08:38:52,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1206.0,1206.0,1601455132.0,0.0,3094.664122137405,-0.0723550229007633,6.2973544288549625,0.0096734525954198,-0.7889018520610687,0.0,51.52257021971988,5.862709619694656,82.97244140816794,209.82792989007632,-2.4707013946564884,10.572262601755726,-25.37993243236641,0.5633687038167939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015267175572519,0.4351145038167939,0.015267175572519,0.5343511450381679,0.0,0.0,0.0,1.0,0.0,0.0
3,2020-09-30 08:38:57,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1887.0,1887.0,1601455137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52257021971988,5.863005360647482,78.0930624018705,201.7442605194964,-3.1684943839568342,10.377952297553955,-24.460370783669063,0.5748944843884892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014388489208633,0.4244604316546763,0.014388489208633,0.539568345323741,0.0071942446043165,0.0,0.0,0.9928057553956836,0.0,0.0
4,2020-09-30 08:39:01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2445.5,2445.5,1601455141.0,0.0,2870.125,-0.0288543171527777,5.011304219583334,0.0018386019444444,-0.687579190763889,0.0,51.52257021971988,5.863521524930556,74.89606720465278,201.0101138929861,-3.862937675555555,9.658577254305555,-24.89927781951389,0.6031241456249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0138888888888888,0.3958333333333333,0.0208333333333333,0.5625,0.0069444444444444,0.0,0.0,0.9930555555555556,0.0,0.0
5,2020-09-30 08:39:05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3025.0,3025.0,1601455145.0,0.0,2853.744827586207,-0.0714247604827586,4.667265372413793,0.007802276,-0.6700684256551724,0.0,51.52257021971988,5.863739183034483,71.29404227034483,199.3653133110345,-2.699917809724138,9.772155031172414,-24.56754926475862,0.6233080777931034,0.3553204827586207,0.040486678137931,0.2137931034482758,-1.0743220888275862,0.0,0.0276845335862068,0.0216661568275862,0.6896551724137931,0.993103448275862,0.0,0.0068965517241379,0.0275862068965517,0.3448275862068966,0.0206896551724137,0.6,0.0068965517241379,0.0,0.0,0.993103448275862,0.0,0.0
6,2020-09-30 08:39:09,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3621.0,3621.0,1601455149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52257021971988,5.863809323377483,77.61993525503311,202.741417992053,0.3584407125165564,10.401987313774834,-25.223198012913905,0.6216303931125828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0132450331125827,0.390728476821192,0.0198675496688741,0.5695364238410596,0.0066225165562913,0.0,0.0,0.9933774834437086,0.0,0.0
7,2020-09-30 08:39:13,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4302.5,4302.5,1601455153.0,0.0,5281.102564102564,-0.0952225709615384,5.258221944166667,0.0116701568589743,-0.3272129573076923,0.0,51.52257021971988,5.863834224294872,83.10998454923077,197.55346058660257,-1.1468846763461538,10.475267853141023,-25.814836013141026,0.6225693163461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0128205128205128,0.3717948717948718,0.0128205128205128,0.5961538461538461,0.0064102564102564,0.0,0.0,0.9935897435897436,0.0,0.0
8,2020-09-30 08:39:17,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5005.5,5005.5,1601455157.0,0.0,2301.97191011236,0.0188724646629213,1.1879545061797754,-0.0022551206179775,0.2201557400561797,0.0,51.52257021971988,5.864045119213483,81.04713668005618,200.56586164033703,0.0796557371348313,11.071913802808988,-25.44543015539326,0.5672711723595505,0.2894464606741573,0.0329807209550561,0.1741573033707865,-0.8751500161797752,0.0,0.0225520076966292,0.0176493974157303,0.5617977528089888,0.99438202247191,0.0,0.0056179775280898,0.0224719101123595,0.4606741573033708,0.0112359550561797,0.5,0.0056179775280898,0.0,0.0,0.99438202247191,0.0,0.0
9,2020-09-30 08:39:22,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5914.0,5914.0,1601455162.0,0.0,2233.486631016043,0.004690282459893,1.0163278018716575,0.0078011198395721,0.1890421694117647,0.0,51.52257021971988,5.864630360588235,84.07636361818182,199.4551625913369,0.7669688017112299,11.600636572566843,-25.835202670695185,0.5877075812834225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0106951871657754,0.4438502673796791,0.0106951871657754,0.5294117647058824,0.0053475935828877,0.0,0.0,0.9946524064171124,0.0,0.0
