,total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null
0,1601387030,2020-09-29 13:43:50,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397532272368.0,144.8,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
1,1601387030,2020-09-29 13:43:50,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397532529856.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
2,1601387033,2020-09-29 13:43:53,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397537059846.0,62.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
3,1601387035,2020-09-29 13:43:55,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397537097015.0,152.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
4,1601387036,2020-09-29 13:43:56,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397537092582.0,62.6,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
5,1601387036,2020-09-29 13:43:56,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397537112581.0,62.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
6,1601387038,2020-09-29 13:43:58,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397541922187.0,62.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
7,1601387040,2020-09-29 13:44:00,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397541952583.0,63.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
8,1601387040,2020-09-29 13:44:00,0.0,0.0,FHSS,352,2440000000.0,1601396356038447.0,1601397541941583.0,63.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
9,1601387040,2020-09-29 13:44:00,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397541933794.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
10,1601387040,2020-09-29 13:44:00,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601397541853342.0,63.1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
11,1601387040,2020-09-29 13:44:00,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397541892583.0,63.7,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
12,1601387043,2020-09-29 13:44:03,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397546536638.0,62.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
13,1601387047,2020-09-29 13:44:07,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397551203418.0,62.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
14,1601387048,2020-09-29 13:44:08,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601397547119341.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
15,1601387049,2020-09-29 13:44:09,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397550852582.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
16,1601387051,2020-09-29 13:44:11,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397555264147.0,56.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
17,1601387056,2020-09-29 13:44:16,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397559930051.0,56.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
18,1601387058,2020-09-29 13:44:18,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397559908046.0,145.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
19,1601387058,2020-09-29 13:44:18,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397560108353.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
20,1601387061,2020-09-29 13:44:21,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397564560915.0,57.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
21,1601387063,2020-09-29 13:44:23,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601397564598581.0,55.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
22,1601387063,2020-09-29 13:44:23,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397564602582.0,59.7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
23,1601387063,2020-09-29 13:44:23,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397564559860.0,147.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
24,1601387063,2020-09-29 13:44:23,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397564592582.0,62.6,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
25,1601387065,2020-09-29 13:44:25,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397569288504.0,57.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
26,1601387068,2020-09-29 13:44:28,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397569252582.0,56.9,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
27,1601387068,2020-09-29 13:44:28,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397569206028.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
28,1601387068,2020-09-29 13:44:28,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601397569130345.0,55.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
29,1601387068,2020-09-29 13:44:28,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397569272580.0,57.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
30,1601387069,2020-09-29 13:44:29,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601397571420655.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
31,1601387070,2020-09-29 13:44:30,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397573980891.0,55.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
32,1601387071,2020-09-29 13:44:31,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601397572430664.0,63.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
33,1601387071,2020-09-29 13:44:31,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397572407855.0,63.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
34,1601387071,2020-09-29 13:44:31,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397573407763.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
35,1601387074,2020-09-29 13:44:34,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397578207954.0,55.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
36,1601387079,2020-09-29 13:44:39,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397582697431.0,55.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
37,1601387080,2020-09-29 13:44:40,0.0,0.0,FHSS,359,2440000000.0,1601394214783322.0,1601397578508683.0,57.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
38,1601387080,2020-09-29 13:44:40,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397578144825.0,145.3,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
39,1601387081,2020-09-29 13:44:41,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397583460031.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
40,1601387081,2020-09-29 13:44:41,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397582677962.0,152.3,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
41,1601387083,2020-09-29 13:44:43,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397587214387.0,144.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
42,1601387083,2020-09-29 13:44:43,0.0,0.0,FHSS,359,2440000000.0,1601394214783322.0,1601397584664149.0,144.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
43,1601387083,2020-09-29 13:44:43,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601397584563022.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
44,1601387083,2020-09-29 13:44:43,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397584641847.0,144.4,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
45,1601387084,2020-09-29 13:44:44,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601397585572617.0,142.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
46,1601387084,2020-09-29 13:44:44,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397585664206.0,142.7,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
47,1601387085,2020-09-29 13:44:45,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397586672533.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
48,1601387085,2020-09-29 13:44:45,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397586850487.0,66.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
49,1601387086,2020-09-29 13:44:46,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397587224869.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
50,1601387086,2020-09-29 13:44:46,0.0,0.0,FHSS,352,2440000000.0,1601396356038447.0,1601397587231583.0,55.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
51,1601387086,2020-09-29 13:44:46,0.0,0.0,FHSS,359,2440000000.0,1601394214783322.0,1601397587198838.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
52,1601387086,2020-09-29 13:44:46,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397587202583.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
53,1601387086,2020-09-29 13:44:46,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601397587218582.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
54,1601387088,2020-09-29 13:44:48,0.0,1.0,0,281474977710673,2406500000.0,1601397084690702.0,1601397592095038.0,144.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
55,1601387090,2020-09-29 13:44:50,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601397592108581.0,58.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
56,1601387090,2020-09-29 13:44:50,0.0,0.0,FHSS,350,2440000000.0,1601395362452139.0,1601397592112582.0,58.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
57,1601387090,2020-09-29 13:44:50,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601397592101485.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
58,1601387090,2020-09-29 13:44:50,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601397592105253.0,167.2,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
59,1601387090,2020-09-29 13:44:50,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601397592092582.0,58.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
